mm10	mm10 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000077464.1	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000099359.1	other	ENSG00000272741.1	pc	many-to-many
ENSMUSG00000089191.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000090468.3	other	ENSG00000223722.3	other	one-to-many
ENSMUSG00000030365.11	pc	ENSG00000272917.1	lncRNA	many-to-many
ENSMUSG00000041538.15	pc	ENSG00000250264.1	pc	many-to-many
ENSMUSG00000018446.8	pc	ENSG00000215353.2	other	many-to-many
ENSMUSG00000094065.1	pc	ENSG00000137077.7	pc	one-to-many
ENSMUSG00000020279.10	pc	ENSG00000260803.1	lncRNA	many-to-many
ENSMUSG00000082318.3	other	ENSG00000132967.9	other	one-to-many
ENSMUSG00000026873.9	pc	ENSG00000119403.13	pc	one-to-many
ENSMUSG00000112644.1	other	ENSG00000240376.1	other	one-to-many
ENSMUSG00000037321.17	pc	ENSG00000168394.10	pc	one-to-one
ENSMUSG00000021911.16	pc	ENSG00000239883.8	other	many-to-many
ENSMUSG00000089931.1	other	ENSG00000213856.3	other	many-to-many
ENSMUSG00000083576.1	other	ENSG00000165509.13	pc	many-to-many
ENSMUSG00000058005.3	pc	ENSG00000251284.2	other	one-to-many
ENSMUSG00000082319.3	other	ENSG00000226481.3	other	many-to-many
ENSMUSG00000025877.14	pc	ENSG00000160883.10	pc	one-to-one
ENSMUSG00000091375.1	pc	ENSG00000234680.1	other	many-to-many
ENSMUSG00000022150.16	pc	ENSG00000153071.14	pc	many-to-many
ENSMUSG00000047824.13	pc	ENSG00000163348.3	pc	one-to-many
ENSMUSG00000085576.3	pc	ENSG00000170629.14	other	many-to-many
ENSMUSG00000083067.1	other	ENSG00000249467.1	other	one-to-many
ENSMUSG00000111050.1	lncRNA	ENSG00000259555.1	lncRNA	one-to-one
ENSMUSG00000050241.8	pc	ENSG00000134539.16	pc	one-to-many
ENSMUSG00000030600.15	pc	ENSG00000268262.1	lncRNA	one-to-many
ENSMUSG00000064853.1	ncRNA	ENSG00000200816.1	ncRNA	one-to-many
ENSMUSG00000022682.7	pc	ENSG00000103472.10	lncRNA	many-to-many
ENSMUSG00000092274.2	lncRNA	ENSG00000277599.1	ncRNA	many-to-many
ENSMUSG00000039771.13	pc	ENSG00000214783.9	lncRNA	many-to-many
ENSMUSG00000070777.5	pc	ENSG00000273777.4	pc	one-to-many
ENSMUSG00000029426.8	pc	ENSG00000138760.9	pc	one-to-one
ENSMUSG00000043067.15	pc	ENSG00000231952.3	other	many-to-many
ENSMUSG00000022361.14	pc	ENSG00000259305.6	pc	many-to-many
ENSMUSG00000112051.1	other	ENSG00000234851.4	other	many-to-many
ENSMUSG00000106318.1	other	ENSG00000254220.1	other	one-to-many
ENSMUSG00000024750.10	pc	ENSG00000217631.1	other	one-to-many
ENSMUSG00000079555.2	pc	ENSG00000214367.7	pc	many-to-many
ENSMUSG00000035078.6	pc	ENSG00000218337.1	other	one-to-many
ENSMUSG00000058291.14	pc	ENSG00000197472.14	pc	many-to-many
ENSMUSG00000105061.1	other	ENSG00000226933.1	other	many-to-many
ENSMUSG00000102918.1	pc	ENSG00000254122.2	pc	many-to-many
ENSMUSG00000048546.7	pc	ENSG00000183864.4	pc	one-to-many
ENSMUSG00000014856.12	pc	ENSG00000168701.18	pc	one-to-one
ENSMUSG00000084182.1	other	ENSG00000237110.2	pc	one-to-many
ENSMUSG00000031529.5	pc	ENSG00000173273.15	pc	one-to-one
ENSMUSG00000043549.13	pc	ENSG00000251402.3	other	many-to-many
ENSMUSG00000093673.1	lncRNA	ENSG00000167258.13	pc	one-to-many
ENSMUSG00000103392.1	pc	ENSG00000253598.1	pc	many-to-many
ENSMUSG00000065100.1	ncRNA	ENSG00000206597.1	ncRNA	many-to-many
ENSMUSG00000030754.9	pc	ENSG00000256206.2	pc	many-to-many
ENSMUSG00000073267.5	pc	ENSG00000139351.14	pc	one-to-many
ENSMUSG00000067367.9	pc	ENSG00000145220.13	pc	one-to-many
ENSMUSG00000093266.1	ncRNA	ENSG00000184009.9	pc	one-to-many
ENSMUSG00000081661.1	other	ENSG00000178107.2	lncRNA	many-to-many
ENSMUSG00000062867.13	pc	ENSG00000178035.11	pc	one-to-many
ENSMUSG00000085314.1	lncRNA	ENSG00000284391.1	lncRNA	one-to-one
ENSMUSG00000082315.2	other	ENSG00000185608.8	pc	many-to-many
ENSMUSG00000028165.9	pc	ENSG00000260662.2	other	many-to-many
ENSMUSG00000018882.12	pc	ENSG00000228782.7	other	many-to-many
ENSMUSG00000087159.7	lncRNA	ENSG00000134283.17	pc	one-to-many
ENSMUSG00000070985.3	pc	ENSG00000227411.1	other	one-to-many
ENSMUSG00000083510.1	other	ENSG00000213293.4	other	one-to-many
ENSMUSG00000110172.1	other	ENSG00000239924.1	other	many-to-many
ENSMUSG00000102284.1	lncRNA	ENSG00000227336.1	lncRNA	one-to-one
ENSMUSG00000036893.17	pc	ENSG00000283411.1	lncRNA	many-to-many
ENSMUSG00000025169.6	pc	ENSG00000181396.12	pc	one-to-one
ENSMUSG00000115181.1	pc	ENSG00000230772.1	other	many-to-many
ENSMUSG00000055553.16	pc	ENSG00000105700.10	pc	many-to-many
ENSMUSG00000101835.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000002546.16	pc	ENSG00000175676.15	other	many-to-many
ENSMUSG00000039962.3	pc	ENSG00000255030.1	other	one-to-many
ENSMUSG00000080155.2	other	ENSG00000250982.2	other	one-to-many
ENSMUSG00000081315.2	other	ENSG00000176742.2	pc	one-to-many
ENSMUSG00000044772.2	pc	ENSG00000188817.7	pc	one-to-one
ENSMUSG00000034201.13	pc	ENSG00000185340.15	pc	one-to-many
ENSMUSG00000082510.1	other	ENSG00000169813.16	pc	one-to-many
ENSMUSG00000026931.10	pc	ENSG00000165863.16	pc	one-to-many
ENSMUSG00000082259.1	other	ENSG00000086504.15	pc	one-to-many
ENSMUSG00000060049.5	pc	ENSG00000176495.3	pc	one-to-many
ENSMUSG00000038525.16	pc	ENSG00000170632.13	pc	one-to-one
ENSMUSG00000104624.1	other	ENSG00000137288.9	pc	one-to-many
ENSMUSG00000090935.10	pc	ENSG00000258644.5	pc	many-to-many
ENSMUSG00000029727.7	pc	ENSG00000261511.1	other	many-to-many
ENSMUSG00000023043.6	pc	ENSG00000214207.2	other	many-to-many
ENSMUSG00000109072.1	other	ENSG00000134376.15	pc	one-to-many
ENSMUSG00000064453.1	ncRNA	ENSG00000206680.1	ncRNA	many-to-many
ENSMUSG00000029434.12	pc	ENSG00000256861.1	pc	many-to-many
ENSMUSG00000083356.1	other	ENSG00000230376.1	other	many-to-many
ENSMUSG00000114434.1	other	ENSG00000196826.7	pc	many-to-many
ENSMUSG00000038122.9	pc	ENSG00000146350.13	pc	one-to-one
ENSMUSG00000021572.9	pc	ENSG00000112877.7	pc	one-to-one
ENSMUSG00000019996.17	pc	ENSG00000177868.11	pc	many-to-many
ENSMUSG00000096258.2	other	ENSG00000178715.8	other	many-to-many
ENSMUSG00000085433.2	lncRNA	ENSG00000150967.17	pc	one-to-many
ENSMUSG00000101024.1	other	ENSG00000220585.4	other	one-to-many
ENSMUSG00000032199.12	pc	ENSG00000227725.3	other	many-to-many
ENSMUSG00000111940.1	other	ENSG00000220842.6	other	many-to-many
ENSMUSG00000029516.19	pc	ENSG00000283768.1	ncRNA	one-to-many
ENSMUSG00000083153.1	other	ENSG00000270842.1	other	one-to-many
ENSMUSG00000001909.15	pc	ENSG00000231093.1	other	one-to-many
ENSMUSG00000085627.2	other	ENSG00000234227.1	other	many-to-many
ENSMUSG00000095469.1	other	ENSG00000102780.16	pc	one-to-many
ENSMUSG00000098579.1	ncRNA	ENSG00000250684.4	other	many-to-many
ENSMUSG00000086176.4	other	ENSG00000086300.15	pc	one-to-many
ENSMUSG00000091528.8	pc	ENSG00000234680.1	other	many-to-many
ENSMUSG00000090693.4	pc	ENSG00000255499.1	other	many-to-many
ENSMUSG00000049152.11	pc	ENSG00000168671.9	pc	many-to-many
ENSMUSG00000012114.16	pc	ENSG00000257853.2	other	one-to-many
ENSMUSG00000038369.14	pc	ENSG00000198646.13	pc	one-to-many
ENSMUSG00000020150.13	pc	ENSG00000231910.1	other	one-to-many
ENSMUSG00000063047.9	pc	ENSG00000189144.13	pc	many-to-many
ENSMUSG00000082062.1	other	ENSG00000235525.1	other	many-to-many
ENSMUSG00000048439.15	pc	ENSG00000136243.16	pc	one-to-one
ENSMUSG00000103088.1	pc	ENSG00000081853.14	pc	many-to-many
ENSMUSG00000107722.1	lncRNA	ENSG00000221601.1	ncRNA	many-to-many
ENSMUSG00000078771.10	pc	ENSG00000126860.11	pc	many-to-many
ENSMUSG00000032894.13	pc	ENSG00000269502.5	pc	many-to-many
ENSMUSG00000046567.10	pc	ENSG00000250480.3	other	one-to-many
ENSMUSG00000082555.1	other	ENSG00000224680.4	other	one-to-many
ENSMUSG00000115201.1	other	ENSG00000284135.1	ncRNA	many-to-many
ENSMUSG00000039209.12	pc	ENSG00000240131.1	other	many-to-many
ENSMUSG00000083193.1	pc	ENSG00000259508.1	lncRNA	one-to-one
ENSMUSG00000030409.15	pc	ENSG00000104936.17	pc	many-to-many
ENSMUSG00000007035.15	pc	ENSG00000255152.8	pc	many-to-many
ENSMUSG00000027668.13	pc	ENSG00000233874.2	other	one-to-many
ENSMUSG00000093889.1	other	ENSG00000259171.1	pc	many-to-many
ENSMUSG00000100996.1	other	ENSG00000186787.8	pc	one-to-many
ENSMUSG00000083607.1	other	ENSG00000172115.8	pc	one-to-many
ENSMUSG00000055730.16	pc	ENSG00000265408.1	lncRNA	many-to-many
ENSMUSG00000033364.13	pc	ENSG00000135913.10	pc	one-to-one
ENSMUSG00000039382.12	pc	ENSG00000196998.17	pc	many-to-many
ENSMUSG00000000838.17	pc	ENSG00000274086.1	ncRNA	many-to-many
ENSMUSG00000055413.12	other	ENSG00000206503.12	pc	many-to-many
ENSMUSG00000098967.1	ncRNA	ENSG00000277913.1	ncRNA	one-to-many
ENSMUSG00000037070.10	pc	ENSG00000238073.1	other	many-to-many
ENSMUSG00000030079.15	pc	ENSG00000175792.11	pc	one-to-many
ENSMUSG00000000544.14	pc	ENSG00000143167.11	pc	one-to-one
ENSMUSG00000107406.1	lncRNA	ENSG00000228363.2	lncRNA	one-to-one
ENSMUSG00000092366.2	other	ENSG00000206344.7	lncRNA	many-to-many
ENSMUSG00000052334.11	pc	ENSG00000142409.5	pc	one-to-many
ENSMUSG00000099764.1	other	ENSG00000232881.2	other	many-to-many
ENSMUSG00000094531.3	pc	ENSG00000132256.18	pc	many-to-many
ENSMUSG00000082305.4	other	ENSG00000198089.15	pc	one-to-many
ENSMUSG00000056961.2	pc	ENSG00000239426.4	other	one-to-many
ENSMUSG00000042942.16	pc	ENSG00000141449.14	pc	one-to-one
ENSMUSG00000082895.1	other	ENSG00000233984.1	other	many-to-many
ENSMUSG00000029433.15	pc	ENSG00000184047.16	pc	many-to-many
ENSMUSG00000074754.4	pc	ENSG00000232388.4	pc	many-to-many
ENSMUSG00000104965.1	lncRNA	ENSG00000018408.14	pc	many-to-many
ENSMUSG00000105999.1	other	ENSG00000204569.9	pc	one-to-many
ENSMUSG00000098005.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000038165.8	other	ENSG00000167588.12	pc	one-to-many
ENSMUSG00000028011.16	pc	ENSG00000151790.8	pc	one-to-one
ENSMUSG00000048922.18	pc	ENSG00000184661.13	pc	one-to-one
ENSMUSG00000094433.2	other	ENSG00000225523.2	other	one-to-many
ENSMUSG00000088740.1	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000099781.1	other	ENSG00000187833.7	pc	one-to-many
ENSMUSG00000060771.14	pc	ENSG00000135951.14	pc	one-to-one
ENSMUSG00000063953.3	pc	ENSG00000215124.2	other	one-to-many
ENSMUSG00000026484.13	pc	ENSG00000248911.2	other	one-to-many
ENSMUSG00000113247.1	other	ENSG00000230377.1	other	many-to-many
ENSMUSG00000108248.1	other	ENSG00000281394.1	ncRNA	many-to-many
ENSMUSG00000110854.1	other	ENSG00000134376.15	pc	one-to-many
ENSMUSG00000106482.1	other	ENSG00000211937.3	other	one-to-many
ENSMUSG00000066101.5	pc	ENSG00000185940.10	pc	one-to-many
ENSMUSG00000107765.1	other	ENSG00000275778.1	pc	many-to-many
ENSMUSG00000037529.13	pc	ENSG00000183292.12	pc	many-to-many
ENSMUSG00000060377.4	pc	ENSG00000244398.1	other	many-to-many
ENSMUSG00000034300.16	pc	ENSG00000120709.10	pc	one-to-many
ENSMUSG00000005892.4	pc	ENSG00000170893.3	pc	one-to-one
ENSMUSG00000092298.1	other	ENSG00000243753.5	other	many-to-many
ENSMUSG00000099771.1	other	ENSG00000240758.2	lncRNA	many-to-many
ENSMUSG00000009470.17	pc	ENSG00000225423.1	other	one-to-many
ENSMUSG00000065939.1	ncRNA	ENSG00000207313.1	ncRNA	many-to-many
ENSMUSG00000094364.1	ncRNA	ENSG00000199782.1	ncRNA	one-to-many
ENSMUSG00000092935.1	ncRNA	ENSG00000275740.1	pc	many-to-many
ENSMUSG00000040283.14	pc	ENSG00000165810.16	pc	one-to-one
ENSMUSG00000068706.3	other	ENSG00000229184.2	other	many-to-many
ENSMUSG00000088297.1	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000082465.1	other	ENSG00000243250.1	other	many-to-many
ENSMUSG00000080948.1	other	ENSG00000240616.1	other	one-to-many
ENSMUSG00000110595.1	other	ENSG00000215030.5	other	one-to-many
ENSMUSG00000066513.4	pc	ENSG00000167748.10	pc	many-to-many
ENSMUSG00000015243.4	pc	ENSG00000165029.15	pc	one-to-one
ENSMUSG00000082242.1	other	ENSG00000224858.5	other	one-to-many
ENSMUSG00000044916.10	pc	ENSG00000234776.4	pc	one-to-one
ENSMUSG00000022683.13	pc	ENSG00000276721.1	other	many-to-many
ENSMUSG00000021650.7	pc	ENSG00000234256.2	other	one-to-many
ENSMUSG00000105785.1	other	ENSG00000100664.10	pc	one-to-many
ENSMUSG00000008682.13	pc	ENSG00000277340.1	other	many-to-many
ENSMUSG00000103526.1	other	ENSG00000229944.3	other	one-to-many
ENSMUSG00000053332.13	lncRNA	ENSG00000200897.1	ncRNA	many-to-many
ENSMUSG00000107455.1	lncRNA	ENSG00000196220.15	pc	many-to-many
ENSMUSG00000041845.10	pc	ENSG00000173156.6	pc	one-to-one
ENSMUSG00000076613.4	other	ENSG00000211897.9	other	many-to-many
ENSMUSG00000103248.1	lncRNA	ENSG00000254135.2	lncRNA	one-to-one
ENSMUSG00000082919.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000063108.15	pc	ENSG00000130818.11	pc	many-to-many
ENSMUSG00000037196.6	pc	ENSG00000112530.11	pc	one-to-one
ENSMUSG00000025038.7	pc	ENSG00000183690.12	pc	one-to-one
ENSMUSG00000100619.1	other	ENSG00000151835.14	pc	one-to-many
ENSMUSG00000094445.7	pc	ENSG00000255359.2	pc	one-to-one
ENSMUSG00000054385.14	pc	ENSG00000079385.21	pc	many-to-many
ENSMUSG00000113275.1	other	ENSG00000137285.9	pc	one-to-many
ENSMUSG00000021028.8	pc	ENSG00000151332.18	pc	one-to-one
ENSMUSG00000074115.5	pc	ENSG00000200336.1	ncRNA	many-to-many
ENSMUSG00000022016.16	pc	ENSG00000023516.8	pc	one-to-many
ENSMUSG00000001525.10	pc	ENSG00000220586.1	other	many-to-many
ENSMUSG00000021675.4	pc	ENSG00000182162.10_PAR_Y	pc	one-to-many
ENSMUSG00000075370.10	pc	ENSG00000228315.11	lncRNA	many-to-many
ENSMUSG00000099566.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000051041.7	pc	ENSG00000183801.7	pc	one-to-one
ENSMUSG00000113748.1	other	ENSG00000119392.14	pc	one-to-many
ENSMUSG00000055193.4	pc	ENSG00000197766.7	pc	many-to-many
ENSMUSG00000102017.1	other	ENSG00000187833.7	pc	one-to-many
ENSMUSG00000110042.1	lncRNA	ENSG00000115993.12	pc	one-to-many
ENSMUSG00000092176.1	lncRNA	ENSG00000221988.12	pc	many-to-many
ENSMUSG00000100567.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000087701.4	other	ENSG00000227350.1	other	many-to-many
ENSMUSG00000020640.10	pc	ENSG00000198399.14	pc	many-to-many
ENSMUSG00000024694.9	pc	ENSG00000255151.2	pc	many-to-many
ENSMUSG00000059150.3	other	ENSG00000229977.2	other	one-to-many
ENSMUSG00000041915.8	pc	ENSG00000233273.1	other	many-to-many
ENSMUSG00000026648.18	pc	ENSG00000152457.17	pc	one-to-many
ENSMUSG00000113222.1	other	ENSG00000219547.1	other	one-to-many
ENSMUSG00000021775.11	pc	ENSG00000174738.12	pc	one-to-one
ENSMUSG00000014725.15	pc	ENSG00000042980.12	pc	one-to-one
ENSMUSG00000020248.18	pc	ENSG00000214380.4	other	one-to-many
ENSMUSG00000058922.7	other	ENSG00000187999.4	other	many-to-many
ENSMUSG00000040978.4	pc	ENSG00000164746.13	pc	one-to-one
ENSMUSG00000079442.12	pc	ENSG00000136840.18	pc	many-to-many
ENSMUSG00000092604.1	lncRNA	ENSG00000204590.12	pc	one-to-many
ENSMUSG00000071072.12	pc	ENSG00000110958.15	pc	one-to-one
ENSMUSG00000010362.9	pc	ENSG00000267246.1	lncRNA	many-to-many
ENSMUSG00000083394.2	other	ENSG00000229503.1	other	many-to-many
ENSMUSG00000085114.1	lncRNA	ENSG00000186376.14	pc	many-to-many
ENSMUSG00000107752.1	other	ENSG00000136943.10	pc	one-to-many
ENSMUSG00000094194.2	other	ENSG00000211964.3	other	many-to-many
ENSMUSG00000077269.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000102742.1	pc	ENSG00000276547.1	pc	many-to-many
ENSMUSG00000049013.3	pc	ENSG00000250350.1	other	many-to-many
ENSMUSG00000104006.1	lncRNA	ENSG00000258294.5	lncRNA	one-to-one
ENSMUSG00000036199.9	pc	ENSG00000186010.18	pc	many-to-many
ENSMUSG00000111814.1	pc	ENSG00000229254.1	other	one-to-many
ENSMUSG00000067455.5	pc	ENSG00000240680.1	other	one-to-many
ENSMUSG00000106481.1	other	ENSG00000211804.3	other	one-to-many
ENSMUSG00000025949.16	pc	ENSG00000144407.9	pc	many-to-many
ENSMUSG00000103488.1	lncRNA	ENSG00000233086.7	lncRNA	one-to-one
ENSMUSG00000077400.1	ncRNA	ENSG00000212589.1	ncRNA	one-to-many
ENSMUSG00000082839.1	other	ENSG00000183576.12	pc	one-to-many
ENSMUSG00000040390.13	pc	ENSG00000130758.7	pc	one-to-one
ENSMUSG00000087594.1	lncRNA	ENSG00000233895.1	lncRNA	one-to-one
ENSMUSG00000065968.7	pc	ENSG00000196114.3	other	one-to-many
ENSMUSG00000050813.7	pc	ENSG00000227102.2	other	many-to-many
ENSMUSG00000082215.3	other	ENSG00000171148.13	pc	one-to-many
ENSMUSG00000030138.8	pc	ENSG00000225883.2	other	many-to-many
ENSMUSG00000033419.15	pc	ENSG00000065609.14	pc	one-to-one
ENSMUSG00000064780.1	ncRNA	ENSG00000204628.11	pc	many-to-many
ENSMUSG00000080971.1	other	ENSG00000269242.1	pc	many-to-many
ENSMUSG00000083343.1	other	ENSG00000214263.2	other	one-to-many
ENSMUSG00000027652.15	pc	ENSG00000170471.14	pc	one-to-many
ENSMUSG00000045827.10	pc	ENSG00000170542.5	pc	one-to-many
ENSMUSG00000025971.6	pc	ENSG00000178074.5	pc	many-to-many
ENSMUSG00000079295.5	other	ENSG00000111796.3	pc	one-to-many
ENSMUSG00000093937.1	ncRNA	ENSG00000281808.1	ncRNA	many-to-many
ENSMUSG00000080776.1	other	ENSG00000240003.2	other	many-to-many
ENSMUSG00000033883.11	pc	ENSG00000232950.1	other	many-to-many
ENSMUSG00000042589.18	pc	ENSG00000272436.1	other	many-to-many
ENSMUSG00000105317.1	other	ENSG00000225492.6	other	many-to-many
ENSMUSG00000022263.10	pc	ENSG00000038382.18	pc	one-to-one
ENSMUSG00000069862.6	other	ENSG00000242325.1	other	many-to-many
ENSMUSG00000036323.14	pc	ENSG00000174780.15	pc	one-to-many
ENSMUSG00000031981.7	pc	ENSG00000135773.12	pc	one-to-one
ENSMUSG00000058093.13	pc	ENSG00000251689.1	other	many-to-many
ENSMUSG00000071506.3	pc	ENSG00000178826.10	pc	one-to-one
ENSMUSG00000092511.7	pc	ENSG00000243649.8	pc	many-to-many
ENSMUSG00000034354.17	pc	ENSG00000260409.1	lncRNA	one-to-many
ENSMUSG00000101844.1	other	ENSG00000147059.8	pc	one-to-many
ENSMUSG00000081793.1	other	ENSG00000042493.15	pc	one-to-many
ENSMUSG00000030126.17	pc	ENSG00000169621.9	pc	many-to-many
ENSMUSG00000014786.8	pc	ENSG00000135740.16	pc	one-to-many
ENSMUSG00000043549.13	pc	ENSG00000254229.2	other	many-to-many
ENSMUSG00000032915.6	pc	ENSG00000268758.7	other	many-to-many
ENSMUSG00000024140.9	pc	ENSG00000116016.13	pc	one-to-one
ENSMUSG00000091534.2	other	ENSG00000213434.2	other	many-to-many
ENSMUSG00000077569.1	ncRNA	ENSG00000201129.1	ncRNA	many-to-many
ENSMUSG00000076615.4	other	ENSG00000253755.1	other	many-to-many
ENSMUSG00000062933.7	other	ENSG00000234838.3	other	many-to-many
ENSMUSG00000075137.4	pc	ENSG00000186113.1	pc	one-to-many
ENSMUSG00000101114.1	other	ENSG00000047597.5	pc	one-to-many
ENSMUSG00000029388.14	pc	ENSG00000111361.12	pc	one-to-one
ENSMUSG00000020392.8	pc	ENSG00000177770.11	other	one-to-many
ENSMUSG00000016179.11	pc	ENSG00000008118.9	pc	one-to-one
ENSMUSG00000101769.1	other	ENSG00000268412.2	other	one-to-many
ENSMUSG00000051498.6	pc	ENSG00000174130.12	pc	many-to-many
ENSMUSG00000065676.1	ncRNA	ENSG00000238423.1	ncRNA	many-to-many
ENSMUSG00000005625.15	pc	ENSG00000159352.15	pc	many-to-many
ENSMUSG00000051682.15	pc	ENSG00000184106.8	other	one-to-many
ENSMUSG00000050613.5	pc	ENSG00000204695.4	pc	one-to-many
ENSMUSG00000099314.1	ncRNA	ENSG00000157045.8	pc	one-to-many
ENSMUSG00000115116.1	other	ENSG00000092010.14	pc	one-to-many
ENSMUSG00000113745.1	other	ENSG00000232390.3	other	many-to-many
ENSMUSG00000097444.1	lncRNA	ENSG00000238123.1	lncRNA	one-to-one
ENSMUSG00000074272.10	pc	ENSG00000007129.17	pc	many-to-many
ENSMUSG00000083938.2	other	ENSG00000216624.3	other	one-to-many
ENSMUSG00000026554.15	pc	ENSG00000258465.6	pc	many-to-many
ENSMUSG00000055240.16	pc	ENSG00000196826.7	pc	many-to-many
ENSMUSG00000041449.16	other	ENSG00000273259.3	pc	many-to-many
ENSMUSG00000110390.1	lncRNA	ENSG00000256654.3	lncRNA	one-to-many
ENSMUSG00000026969.3	pc	ENSG00000282909.2	other	one-to-many
ENSMUSG00000062564.12	pc	ENSG00000274962.1	other	one-to-many
ENSMUSG00000068629.4	other	ENSG00000173812.10	pc	one-to-many
ENSMUSG00000052296.7	pc	ENSG00000276570.1	lncRNA	many-to-many
ENSMUSG00000022471.13	pc	ENSG00000215070.4	other	one-to-many
ENSMUSG00000101726.1	other	ENSG00000132967.9	other	one-to-many
ENSMUSG00000007827.10	pc	ENSG00000259271.1	other	many-to-many
ENSMUSG00000051341.5	pc	ENSG00000181450.17	pc	many-to-many
ENSMUSG00000024695.15	pc	ENSG00000255073.8	pc	many-to-many
ENSMUSG00000026848.14	pc	ENSG00000233872.1	other	many-to-many
ENSMUSG00000090843.2	pc	ENSG00000187105.8	pc	one-to-many
ENSMUSG00000050605.17	pc	ENSG00000159905.14	pc	many-to-many
ENSMUSG00000024983.10	pc	ENSG00000151532.13	pc	one-to-one
ENSMUSG00000078125.2	other	ENSG00000259873.1	other	many-to-many
ENSMUSG00000094664.1	other	ENSG00000244540.2	other	many-to-many
ENSMUSG00000027259.15	pc	ENSG00000254730.1	other	one-to-many
ENSMUSG00000035836.2	pc	ENSG00000171234.13	pc	many-to-many
ENSMUSG00000026553.17	pc	ENSG00000122218.14	pc	one-to-one
ENSMUSG00000090213.1	pc	ENSG00000240849.10	pc	many-to-many
ENSMUSG00000019984.16	pc	ENSG00000112282.17	pc	one-to-one
ENSMUSG00000083623.1	other	ENSG00000178974.9	pc	one-to-many
ENSMUSG00000027132.3	pc	ENSG00000228283.3	other	many-to-many
ENSMUSG00000092896.2	ncRNA	ENSG00000152578.12	pc	one-to-many
ENSMUSG00000038067.2	pc	ENSG00000108342.12	pc	one-to-one
ENSMUSG00000027374.12	pc	ENSG00000214743.4	other	many-to-many
ENSMUSG00000024728.13	pc	ENSG00000283601.1	other	one-to-one
ENSMUSG00000097941.1	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000024477.3	pc	ENSG00000164219.9	pc	one-to-many
ENSMUSG00000101116.1	other	ENSG00000172531.14	pc	one-to-many
ENSMUSG00000028137.9	pc	ENSG00000159409.14	pc	one-to-one
ENSMUSG00000066116.3	other	ENSG00000240509.1	other	many-to-many
ENSMUSG00000050211.14	pc	ENSG00000188089.13	pc	one-to-many
ENSMUSG00000059668.5	pc	ENSG00000170477.12	pc	many-to-many
ENSMUSG00000082536.1	other	ENSG00000223912.1	other	many-to-many
ENSMUSG00000076757.9	other	ENSG00000227191.8	other	one-to-many
ENSMUSG00000024787.13	pc	ENSG00000273003.1	pc	many-to-many
ENSMUSG00000024661.6	pc	ENSG00000242992.3	other	many-to-many
ENSMUSG00000036932.14	pc	ENSG00000225509.1	other	one-to-many
ENSMUSG00000020945.13	pc	ENSG00000214553.9	other	many-to-many
ENSMUSG00000021266.16	pc	ENSG00000140105.17	pc	one-to-many
ENSMUSG00000102182.1	other	ENSG00000231475.3	other	one-to-many
ENSMUSG00000036427.5	pc	ENSG00000266953.6	pc	many-to-many
ENSMUSG00000089960.1	pc	ENSG00000167165.18	pc	many-to-many
ENSMUSG00000030706.17	pc	ENSG00000225449.3	other	many-to-many
ENSMUSG00000099096.1	ncRNA	ENSG00000196923.13	pc	many-to-many
ENSMUSG00000061778.10	pc	ENSG00000130150.11	pc	one-to-one
ENSMUSG00000105860.1	other	ENSG00000241061.3	other	one-to-many
ENSMUSG00000049350.6	pc	ENSG00000174992.7	pc	one-to-one
ENSMUSG00000092464.1	other	ENSG00000253213.1	other	many-to-many
ENSMUSG00000006932.17	pc	ENSG00000278824.1	other	one-to-many
ENSMUSG00000114462.1	other	ENSG00000226084.5	other	many-to-many
ENSMUSG00000037172.14	pc	ENSG00000257093.6	pc	one-to-many
ENSMUSG00000041112.16	pc	ENSG00000155849.15	pc	one-to-one
