Database_ID	ncRNA_Symbol	ncRNA_Category	Species	Detection_Method	Strong_Evidence	Weak_Evidence	Score	Causality	Clinical	ncRNA_ID
LDA0004918	RP1-86C11.7	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//qRT-PCR//RIP//Luciferase Report Assay//Cell Proliferation Assay//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID04114
LDA0004919	RP1-85F18.6	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04113
LDA0004920	RP11-89K21.1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Flow Cytometry//qRT-PCR//Luciferase Report Assay//Cell Proliferation Assay		0.731059	Yes	Yes	RID04218
LDA0004921	RP11-867G2.8	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//Migration Assay//Colony Formation Assay//qRT-PCR//FISH//MTT//IHC		0.731059	Yes	Unknown	RID04216
LDA0004922	RP11-805J14.5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID04213
LDA0004925	RP11-757G1.5	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//ISH//Wound Healing Assay//Flow Cytometry//qRT-PCR//FISH//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID04210
LDA0004928	RPL34-DT	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//RIP//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID04311
LDA0004934	RPL13AP20	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Yes	RID04290
LDA0004940	RPL13AP20	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Wound Healing Assay//Transwell Assay		0.731059	Yes	Yes	RID04290
LDA0004943	RP11-77H9.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Unknown	RID04211
LDA0004945	RPL34-DT	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Tube Formation Assay//Flow Cytometry//qRT-PCR//Cell Proliferation Assay//Colony Formation Assay		0.731059	Yes	Yes	RID04311
LDA0004946	RP11-2B6.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Western Blot		0.731059	Yes	Unknown	RID04148
LDA0004947	RP11-390F4.3	LncRNA	Homo sapiens	Strong evidence	qPCR//Luciferase Report Assay//Migration Assay//Western Blot		0.731059	Yes	Unknown	RID04164
LDA0004948	RP11-386G11.10	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04163
LDA0004949	RP11-363E7.4	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Yes	RID04160
LDA0004950	RP11-361F15.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04159
LDA0004951	RP11-357H14.17	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//IHC		0.731059	Yes	Yes	RID04158
LDA0004952	RP11-323N12.5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//IHC//Western Blot//ISH//Migration Assay//CCK8//qRT-PCR//Flow Cytometry//IF//Luciferase Report Assay//ELISA//Colony Formation Assay//Invasion Assay//ChIP		0.731059	Yes	Unknown	RID04152
LDA0004953	RP11-315I20.1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Unknown	RID04150
LDA0004954	RP11-301G19.1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID04149
LDA0004955	RP11-286H15.1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//RIP//FISH		0.731059	Yes	Yes	RID04144
LDA0004956	RP11-40C6.2	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//ChIP//Western Blot//Co-IP//CCK8//qRT-PCR//migration assay//Luciferase Report Assay//IHC//Transwell Assay		0.731059	Yes	Unknown	RID04169
LDA0004957	RP11-283G6.5	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transwell Assay//Migration Assay//qRT-PCR//Luciferase Report Assay//IHC//Invasion Assay//IF		0.731059	Yes	Yes	RID04143
LDA0004958	RP11-279C4.1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID04142
LDA0004959	RP11-264B17.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Unknown	RID04140
LDA0004960	RP11-259O2.3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Unknown	RID04139
LDA0004962	RP11-214F16.8	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transwell Assay//Wound Healing Assay//Co-IP//qRT-PCR//RIP//FISH//Luciferase Report Assay//Cell Viability Assay//Colony Formation Assay//Invasion Assay//ChIP		0.731059	Yes	Unknown	RID04133
LDA0004964	RP11-395G23.3	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//Flow Cytometry//qRT-PCR//Transwell Assay		0.731059	Yes	Yes	RID04165
LDA0004965	RP11-422N16.3	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID04170
LDA0004966	RP11-59J16.2	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Western Blot		0.731059	Yes	Unknown	RID04198
LDA0004967	RP11-705C15.3	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//FISH//RIP//Luciferase Report Assay		0.731059	Yes	Yes	RID04206
LDA0004968	RP1-163G9.1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//FISH//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID04111
LDA0004969	RP11-63A11.1	LncRNA	Homo sapiens	Strong evidence	Cell Proliferation Assay//qRT-PCR//Cell Apoptosis Assay//Western Blot		0.731059	Yes	Yes	RID04204
LDA0004970	RP11-626G11.3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04202
LDA0004971	RP11-624L4.1	LncRNA	Homo sapiens	Strong evidence	ISH//qRT-PCR//RIP		0.731059	Yes	Yes	RID04201
LDA0004972	RP11-619L19.2	LncRNA	Homo sapiens	Strong evidence	Western Blot//Migration Assay//CCK8//qRT-PCR//Invasion Assay		0.731059	Yes	Yes	RID04200
LDA0004973	RP11-603J24.7	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Unknown	RID04199
LDA0004974	RP11-59H7.3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID04197
LDA0004975	RP11-443B7.1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//FISH		0.731059	Yes	Unknown	RID04172
LDA0004976	RP11-569A11.1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Colony Formation Assay//Western Blot		0.731059	Yes	Unknown	RID04194
LDA0004977	RP11-552M11.4	LncRNA	Homo sapiens	Strong evidence	Migration Assay//RIP//FISH//qRT-PCR//Luciferase Report Assay//Invasion Assay		0.731059	Yes	Yes	RID04192
LDA0004978	RP11-552D4.1	LncRNA	Homo sapiens	Strong evidence	CCK8		0.731059	Yes	Unknown	RID04191
LDA0004979	RP11-551L14.4	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Yes	RID04190
LDA0004980	RP11-51O6.1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//ISH//qRT-PCR//Luciferase Report Assay//IHC		0.731059	Yes	Yes	RID04184
LDA0004981	RP11-499E18.1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//Western Blot		0.731059	Yes	Unknown	RID04180
LDA0004982	RP11-468E2.5	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04176
LDA0004983	RP11-465B22.8	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Western Blot		0.731059	Yes	Yes	RID04175
LDA0004984	RPL34-DT	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Yes	RID04311
LDA0004985	SCARNA10	LncRNA	Homo sapiens	Strong evidence	RIP//ChIP		0.731059	Yes	Unknown	RID04399
LDA0004986	SAP30-2:1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//qPCR//CCK8//RIP//Cell Apoptosis Assay//EdU Staining		0.731059	Yes	Unknown	RID04386
LDA0004989	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Transfection//RNA Pull-Down//Western Blot		0.731059	Yes	Unknown	RID04393
LDA0004990	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//CCK8//qRT-PCR//Luciferase Report Assay//Invasion Assay		0.731059	Yes	Unknown	RID04393
LDA0004992	SAP30L-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Yes	RID04387
LDA0004993	SAMMSON	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Wound Healing Assay//Transwell Assay		0.731059	Yes	Yes	RID04385
LDA0004994	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay		0.731059	Yes	Yes	RID04393
LDA0004995	SAMMSON	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04385
LDA0004996	SAMMSON	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04385
LDA0004997	SAMMSON	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID04385
LDA0004999	SAMD12-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//FISH//RIP//IF//Transwell Assay		0.731059	Yes	Yes	RID04384
LDA0005000	SAMD12-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR		0.731059	Yes	Yes	RID04384
LDA0005001	SAMD12-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Wound Healing Assay//Transwell Assay		0.731059	Yes	Yes	RID04384
LDA0005002	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID04393
LDA0005003	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Wound Healing Assay//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Yes	RID04393
LDA0005005	SCARB1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04398
LDA0005006	SCAMP1-TV2	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//CCK8//RIP//Luciferase Report Assay//ChIP		0.731059	Yes	Unknown	RID04396
LDA0005007	SCAMP1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//qRT-PCR//MTT//Luciferase Report Assay		0.731059	Yes	Unknown	RID04395
LDA0005008	SCAMP1	LncRNA	Homo sapiens	Strong evidence	Transwell Assay//qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Yes	Yes	RID04395
LDA0005009	SCAMP1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Cell Apoptosis Assay//Transwell Assay		0.731059	Yes	Unknown	RID04395
LDA0005011	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Flow Cytometry//FISH//qRT-PCR//MTT//Luciferase Report Assay//Colony Formation Assay//EdU Staining//Transwell Assay		0.731059	Yes	Unknown	RID04393
LDA0005012	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//ISH//Wound Healing Assay//qRT-PCR//Luciferase Report Assay//Cell Proliferation Assay//IHC//Transwell Assay		0.731059	Yes	Unknown	RID04393
LDA0005013	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//Cell Viability Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID04393
LDA0005015	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Flow Cytometry		0.731059	Yes	Unknown	RID04393
LDA0005016	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//RIP//Luciferase Report Assay//Cell Cycle Assay//Colony Formation Assay		0.731059	Yes	Yes	RID04393
LDA0005017	SBF2-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04393
LDA0005018	RUSC1-AS-N	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//MTT//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID04375
LDA0005019	RPPH1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay		0.731059	Yes	Yes	RID04336
LDA0005024	RPPH1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//EdU Staining//Transwell Assay		0.731059	Yes	Yes	RID04336
LDA0005025	RPPH1	LncRNA	Homo sapiens	Strong evidence	ISH//RNA Pull-Down//IHC		0.731059	Yes	Yes	RID04336
LDA0005027	RPPH1	LncRNA	Homo sapiens	Strong evidence	Migration Assay//CCK8//qRT-PCR//Luciferase Report Assay//cell invasion assay		0.731059	Yes	Yes	RID04336
LDA0005030	RPLP0P2	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Cell Cycle Assay//Colony Formation Assay//Invasion Assay		0.731059	Yes	Yes	RID04333
LDA0005034	RPL34-DT	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//FISH//RIP//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID04311
LDA0005036	RUSC1-AS1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RIP		0.731059	Yes	Unknown	RID04376
LDA0005037	RUBCNL	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//FISH//MTT//Luciferase Report Assay//ELISA//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID04368
LDA0005038	RUNX1-IT1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay//Western Blot		0.731059	Yes	Unknown	RID04372
LDA0005039	RUNX1-IT1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Transwell Assay		0.731059	Yes	Unknown	RID04372
LDA0005040	RUNX1-IT1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Unknown	RID04372
LDA0005041	RUNX1-IT1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//CCK8//qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID04372
LDA0005042	RUNX1-IT1	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04372
LDA0005043	RUNX1-IT1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Luciferase Report Assay//RNA Pull-Down		0.731059	Yes	Unknown	RID04372
LDA0005044	RUNDC3A-AS1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//EdU Staining		0.731059	Yes	Unknown	RID04370
LDA0005045	RUNDC3A-AS1	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID04370
LDA0005046	RUBCNL	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Transwell Assay		0.731059	Yes	Unknown	RID04368
LDA0005049	RSU1P2	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//qRT-PCR//Luciferase Report Assay//cell invasion assay//Colony Formation Assay//Transwell Assay		0.731059	Yes	Unknown	RID04366
LDA0005050	RPSAP52	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Northern Blot//Western Blot//Flow Cytometry//qRT-PCR//CCK8		0.731059	Yes	Unknown	RID04361
LDA0005051	RPSAP52	LncRNA	Homo sapiens	Strong evidence	Transfection//qPCR//Luciferase Report Assay//Cell Proliferation Assay//ELISA		0.731059	Yes	Yes	RID04361
LDA0005052	RPSAP52	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Flow Cytometry//qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID04361
LDA0005056	SNHG1	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Transwell Assay//ChIP		0.731059	Yes	Unknown	RID04533
LDA0005057	SNHG1	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//ELISA//Luciferase Report Assay		0.731059	Yes	Unknown	RID04533
LDA0005058	SNHG1	LncRNA	Homo sapiens	Strong evidence	Cell Proliferation Assay//qRT-PCR//Transfection//Western Blot		0.731059	Yes	Unknown	RID04533
LDA0005059	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay		0.731059	Yes	Unknown	RID04539
LDA0005064	MANCR	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//Colony Formation Assay//Transwell Assay		0.731059	Yes	Yes	RID03144
LDA0005070	SNHG17	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RIP//Migration Assay		0.731059	Yes	Unknown	RID04540
LDA0005071	SNHG17	LncRNA	Homo sapiens	Strong evidence	Transfection//Migration Assay//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//Cell Proliferation Assay//Invasion Assay		0.731059	Yes	Unknown	RID04540
LDA0005073	SNHG17	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//CCK8//qRT-PCR//Flow Cytometry//RIP//Luciferase Report Assay		0.731059	Yes	Unknown	RID04540
LDA0005075	SNHG17	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04540
LDA0005076	SNHG17	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Wound Healing Assay//CCK8//qRT-PCR//Flow Cytometry//MTT//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID04540
LDA0005077	SNHG17	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//RNA Pull-Down		0.731059	Yes	Unknown	RID04540
LDA0005078	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//FISH//RIP//Luciferase Report Assay		0.731059	Yes	Unknown	RID04539
LDA0005081	SNHG16	LncRNA	Homo sapiens	Strong evidence	RNA Pull-Down//Western Blot//Transfection//Tube Formation Assay//Wound Healing Assay//Migration Assay//qRT-PCR//FISH//RIP//Luciferase Report Assay//Cell Proliferation Assay//ELISA//Transwell Assay		0.731059	Yes	Unknown	RID04539
LDA0005082	SNHG16	LncRNA	Homo sapiens	Strong evidence	Cell Proliferation Assay//qRT-PCR		0.731059	Yes	Unknown	RID04539
LDA0005084	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//Luciferase Report Assay//Colony Formation Assay		0.731059	Yes	Unknown	RID04539
LDA0005085	SNHG16	LncRNA	Homo sapiens	Strong evidence	qPCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID04539
LDA0005086	SNHG16	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//ELISA//RIP		0.731059	Yes	Unknown	RID04539
LDA0005089	SNHG16	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Transfection//Wound Healing Assay//Colony Formation Assay//qRT-PCR//FISH//RIP//IHC		0.731059	Yes	Yes	RID04539
LDA0005096	SNHG16	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//ELISA//IF		0.731059	Yes	Unknown	RID04539
LDA0005097	SNHG16	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay//Western Blot		0.731059	Yes	Yes	RID04539
LDA0005098	SNHG16	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//MeRIP//RIP		0.731059	Yes	Unknown	RID04539
LDA0005099	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//Luciferase Report Assay//Colony Formation Assay//ChIP		0.731059	Yes	Yes	RID04539
LDA0005101	SNHG16	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04539
LDA0005102	SNHG16	LncRNA	Homo sapiens	Strong evidence	RIP//Luciferase Report Assay//ChIP		0.731059	Yes	Unknown	RID04539
LDA0005103	SNHG16	LncRNA	Homo sapiens	Strong evidence	Luciferase Report Assay		0.731059	Yes	Unknown	RID04539
LDA0005105	SNHG16	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Colony Formation Assay//CCK8//qRT-PCR//Flow Cytometry//Luciferase Report Assay//IHC//Transwell Assay		0.731059	Yes	Yes	RID04539
LDA0005106	SNHG16	LncRNA	Homo sapiens	Strong evidence	Flow Cytometry//qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID04539
LDA0005108	SNHG16	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transfection//Flow Cytometry//qRT-PCR//Luciferase Report Assay//Cell Proliferation Assay		0.731059	Yes	Unknown	RID04539
LDA0005109	SNHG1	LncRNA	Homo sapiens	Strong evidence	Western Blot//Wound Healing Assay//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID04533
LDA0005110	SNHG22	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Colony Formation Assay//Flow Cytometry		0.731059	Yes	Unknown	RID04544
LDA0005112	SNHG29	LncRNA	Homo sapiens	Strong evidence	Cell Proliferation Assay//qPCR//Western Blot		0.731059	Yes	Unknown	RID04547
LDA0005113	SNHG26	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//RNA Pull-Down//Western Blot//Wound Healing Assay//Co-IP//qRT-PCR//FISH//RIP//Cell Proliferation Assay//Cell Cycle Assay//IHC//Invasion Assay//Transwell Assay		0.731059	Yes	Yes	RID04546
LDA0005114	SNHG25	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Unknown	RID04545
LDA0005115	SNHG25	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment//Western Blot//Transfection//Colony Formation Assay//CCK8//qRT-PCR//FISH//RIP//Luciferase Report Assay//IHC//EdU Staining		0.731059	Yes	Unknown	RID04545
LDA0005117	SNHG22	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Yes	RID04544
LDA0005119	SNHG22	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//ChIP		0.731059	Yes	Unknown	RID04544
LDA0005120	SNHG22	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//RNA Pull-Down//Luciferase Report Assay//RIP		0.731059	Yes	Unknown	RID04544
LDA0005122	SNHG214	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//ELISA//Luciferase Report Assay//Western Blot		0.731059	Yes	Unknown	RID04543
LDA0005123	SNHG20	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04542
LDA0005125	SNHG20	LncRNA	Homo sapiens	Strong evidence	Western Blot//qRT-PCR//RIP//Luciferase Report Assay//Cell Viability Assay//Transwell Assay		0.731059	Yes	Yes	RID04542
LDA0005128	SNHG20	LncRNA	Homo sapiens	Strong evidence	CCK8//qRT-PCR//Western Blot		0.731059	Yes	Yes	RID04542
LDA0005130	SNHG3	LncRNA	Homo sapiens	Strong evidence	Western Blot//Flow Cytometry//qRT-PCR//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID04548
LDA0005132	SNHG3	LncRNA	Homo sapiens	Strong evidence	Transfection//Wound Healing Assay//CCK8//qRT-PCR//Luciferase Report Assay//Cell Apoptosis Assay//cell invasion assay//Colony Formation Assay		0.731059	Yes	Unknown	RID04548
LDA0005136	SNHG3	LncRNA	Homo sapiens	Strong evidence	In Vivo Experiment		0.731059	Yes	Unknown	RID04548
LDA0005139	SNHG3	LncRNA	Homo sapiens	Strong evidence	qRT-PCR//Luciferase Report Assay		0.731059	Yes	Unknown	RID04548
LDA0005145	SNHG18	LncRNA	Homo sapiens	Strong evidence	Western Blot//Transwell Assay//Wound Healing Assay//CCK8//RIP//Luciferase Report Assay//Colony Formation Assay//Invasion Assay//ChIP		0.731059	Yes	Yes	RID04541
LDA0005148	SNHG18	LncRNA	Homo sapiens	Strong evidence	Western Blot//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Transwell Assay//ChIP		0.731059	Yes	Yes	RID04541
LDA0005151	SNHG17	LncRNA	Homo sapiens	Strong evidence	Wound Healing Assay//CCK8//qRT-PCR//RIP//Luciferase Report Assay//Transwell Assay		0.731059	Yes	Unknown	RID04540
LDA0005152	SNHG17	LncRNA	Homo sapiens	Strong evidence	Western Blot//Migration Assay//Flow Cytometry//qRT-PCR//MTT//EdU Staining		0.731059	Yes	Unknown	RID04540
LDA0005155	SNHG17	LncRNA	Homo sapiens	Strong evidence	qRT-PCR		0.731059	Yes	Yes	RID04540
