Gene ID	Symbol	Conservation (age)	Expression Capacity	Featured Expression	Featured Methylation	Variation (disease/trait-association)	Interaction	Small Protein
HSALNG0096225	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0097373	-	15. Amniota	HC	yes	yes	yes	-	-
HSALNG0098184	-	13. Theria	MC	-	-	yes	-	-
HSALNG0001049	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0001400	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0001753	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0002114	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0100180	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0002828	-	15. Amniota	NE	-	-	yes	-	yes
HSALNG0003957	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0102258	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0004312	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0004703	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0005117	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0103439	-	12. Eutheria	HC	yes	yes	yes	-	yes
HSALNG0103836	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0005901	-	14. Mammalia	NE	-	-	yes	-	-
HSALNG0006263	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0142341	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0007361	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0105720	-	13. Theria	MC	-	-	yes	-	-
HSALNG0106117	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0106870	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0009318	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0107635	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0107980	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0141999	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0144452	-	1. Homo	HC	-	-	yes	-	-
HSALNG0010511	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0010898	-	8. Haplorrhini	MC	yes	-	yes	-	-
HSALNG0109012	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0011260	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0011627	-	13. Theria	LC	-	-	yes	-	-
HSALNG0109727	-	6. Catarrhini	HC	-	yes	yes	-	-
HSALNG0012041	-	12. Eutheria	NE	-	yes	yes	-	-
HSALNG0012676	-	15. Amniota	MC	yes	yes	yes	-	-
HSALNG0013002	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0111608	-	16. Tetrapoda	HC	yes	-	yes	yes	yes
HSALNG0013717	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0111997	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0015134	-	15. Amniota	HC	yes	yes	yes	-	-
HSALNG0113490	-	1. Homo	HC	-	-	yes	-	-
HSALNG0015541	-	15. Amniota	LC	-	-	yes	-	-
HSALNG0015900	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0114219	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0016310	-	11. Boreoeutheria	LC	-	yes	yes	-	-
HSALNG0114604	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0017170	-	15. Amniota	LC	-	yes	yes	-	-
HSALNG0115375	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0017533	-	14. Mammalia	HC	-	yes	yes	-	-
HSALNG0017910	-	16. Tetrapoda	LC	-	-	yes	-	-
HSALNG0145276	-	12. Eutheria	LC	-	-	yes	-	yes
HSALNG0146210	-	13. Theria	HC	-	-	yes	-	-
HSALNG0116816	-	12. Eutheria	NE	-	-	yes	-	yes
HSALNG0117147	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0117570	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0019812	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0118331	-	15. Amniota	NE	-	-	yes	-	-
HSALNG0020599	-	13. Theria	LC	-	-	yes	-	-
HSALNG0119064	-	3. Homininae	HC	yes	-	yes	-	-
HSALNG0146302	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0119398	-	16. Tetrapoda	HC	yes	-	yes	-	-
HSALNG0021772	-	16. Tetrapoda	HC	yes	yes	yes	yes	yes
HSALNG0022148	-	13. Theria	MC	-	-	yes	-	-
HSALNG0120073	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0022615	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0023394	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0121202	-	7. Simiiformes	LC	-	yes	yes	-	-
HSALNG0145599	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0121929	-	12. Eutheria	MC	yes	yes	yes	yes	-
HSALNG0122657	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0123008	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0025661	-	3. Homininae	MC	-	-	yes	-	-
HSALNG0123367	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0026442	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0147545	-	1. Homo	HC	-	-	yes	-	-
HSALNG0147555	-	13. Theria	MC	yes	yes	yes	-	-
HSALNG0125611	-	6. Catarrhini	HC	yes	yes	yes	-	-
HSALNG0028351	-	13. Theria	MC	-	-	yes	-	-
HSALNG0029152	-	13. Theria	MC	-	-	yes	-	-
HSALNG0127166	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0031176	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0128699	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0031934	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0129749	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0130882	-	16. Tetrapoda	MC	-	yes	yes	-	-
HSALNG0033778	-	13. Theria	LC	-	-	yes	-	-
HSALNG0034186	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0035016	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0132576	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0035782	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0036125	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0036563	-	14. Mammalia	LC	-	-	yes	-	-
HSALNG0133633	-	1. Homo	HC	-	-	yes	-	-
HSALNG0133965	-	1. Homo	HC	yes	yes	yes	-	-
HSALNG0134377	-	10. Euarchontoglires	NE	-	-	yes	-	-
HSALNG0134717	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0038192	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0147278	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0038570	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0135466	-	5. Hominoidea	MC	yes	-	yes	-	-
HSALNG0135832	-	13. Theria	LC	-	-	yes	-	-
HSALNG0136180	-	10. Euarchontoglires	HC	-	-	yes	-	-
HSALNG0039651	-	15. Amniota	HC	-	yes	yes	-	-
HSALNG0136490	-	11. Boreoeutheria	MC	yes	-	yes	-	yes
HSALNG0040936	-	13. Theria	MC	-	-	yes	-	-
HSALNG0041327	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0138120	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0043752	-	2. Hominini	LC	-	-	yes	-	-
HSALNG0044209	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0044597	-	16. Tetrapoda	MC	yes	yes	yes	-	-
HSALNG0045726	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0047168	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0047461	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0048440	-	16. Tetrapoda	MC	-	yes	yes	-	-
HSALNG0049146	-	1. Homo	NE	-	-	yes	-	-
HSALNG0050634	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0052341	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0053940	-	6. Catarrhini	LC	-	-	yes	-	-
HSALNG0054297	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0054661	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0055356	-	5. Hominoidea	HC	-	-	yes	-	-
HSALNG0055700	-	1. Homo	MC	-	-	yes	-	-
HSALNG0056091	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0056494	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0057236	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0057586	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0058386	-	11. Boreoeutheria	MC	yes	yes	yes	-	yes
HSALNG0058754	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0059942	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0060330	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0062309	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0062658	-	1. Homo	MC	-	-	yes	-	-
HSALNG0063734	-	12. Eutheria	HC	yes	-	yes	-	yes
HSALNG0064117	-	17. Euteleostomi	HC	-	-	yes	-	-
HSALNG0064881	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0066144	-	13. Theria	MC	-	-	yes	-	-
HSALNG0150247	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0067063	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0067439	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0067850	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0070196	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0071679	-	11. Boreoeutheria	MC	-	yes	yes	-	-
HSALNG0072084	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0073174	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0150977	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0074635	-	13. Theria	LC	-	-	yes	-	-
HSALNG0075335	-	16. Tetrapoda	NE	-	-	yes	-	yes
HSALNG0077082	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0077817	-	7. Simiiformes	MC	-	-	yes	-	-
HSALNG0142604	-	17. Euteleostomi	HC	-	-	yes	-	-
HSALNG0079344	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0079735	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0080474	-	13. Theria	MC	-	-	yes	-	-
HSALNG0142668	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0081521	-	10. Euarchontoglires	HC	-	-	yes	-	-
HSALNG0082254	-	15. Amniota	NE	-	-	yes	-	-
HSALNG0082644	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0083022	-	15. Amniota	MC	yes	-	yes	-	yes
HSALNG0083770	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0084588	-	2. Hominini	HC	-	-	yes	-	-
HSALNG0084963	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0088248	-	13. Theria	LC	-	-	yes	-	-
HSALNG0088939	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0089316	-	3. Homininae	HC	-	-	yes	-	-
HSALNG0089742	-	13. Theria	HC	yes	yes	yes	-	-
HSALNG0090160	-	7. Simiiformes	HC	-	-	yes	-	-
HSALNG0143397	-	13. Theria	MC	-	-	yes	-	-
HSALNG0091372	-	13. Theria	NE	-	yes	yes	-	-
HSALNG0092180	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0093043	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0093794	-	3. Homininae	HC	yes	-	yes	-	-
HSALNG0094523	-	14. Mammalia	MC	-	-	yes	-	yes
HSALNG0095525	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0096628	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0096982	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0097375	-	11. Boreoeutheria	MC	yes	yes	yes	-	-
HSALNG0000039	-	16. Tetrapoda	MC	-	yes	yes	-	-
HSALNG0097808	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0098639	-	16. Tetrapoda	HC	yes	-	yes	-	yes
HSALNG0099035	-	12. Eutheria	MC	yes	yes	yes	-	-
HSALNG0099408	-	14. Mammalia	HC	yes	-	yes	-	-
HSALNG0001754	-	17. Euteleostomi	HC	yes	yes	yes	-	-
HSALNG0002115	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0100184	-	13. Theria	LC	-	yes	yes	-	-
HSALNG0002829	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0101022	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0003958	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0102259	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0004313	-	14. Mammalia	MC	yes	-	yes	-	-
HSALNG0103837	-	3. Homininae	HC	yes	-	yes	-	-
HSALNG0005902	-	16. Tetrapoda	HC	yes	-	yes	-	-
HSALNG0006264	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0144483	-	11. Boreoeutheria	NE	-	-	yes	-	-
HSALNG0006968	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0007737	-	9. Primates	LC	-	yes	yes	-	-
HSALNG0144403	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0009322	-	16. Tetrapoda	MC	-	-	yes	-	yes
HSALNG0107636	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0009734	-	17. Euteleostomi	HC	yes	-	yes	-	yes
HSALNG0107981	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0010131	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0108664	-	6. Catarrhini	MC	-	-	yes	-	-
HSALNG0010905	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0109367	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0012042	-	2. Hominini	NE	-	yes	yes	-	-
HSALNG0110101	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0110462	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0012677	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0013004	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0146031	-	7. Simiiformes	HC	yes	-	yes	-	-
HSALNG0111609	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0111998	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0112405	-	11. Boreoeutheria	HC	yes	-	yes	yes	yes
HSALNG0014441	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0014795	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0113152	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0015135	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0113491	-	4. Hominidae	HC	-	-	yes	-	-
HSALNG0015543	-	16. Tetrapoda	MC	-	-	yes	yes	yes
HSALNG0015901	-	9. Primates	MC	-	-	yes	-	-
HSALNG0114606	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0114964	-	10. Euarchontoglires	HC	-	-	yes	-	-
HSALNG0017171	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0115729	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0018330	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0145091	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0019076	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0117571	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0019816	-	14. Mammalia	MC	-	-	yes	yes	-
HSALNG0117957	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0118333	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0020602	-	17. Euteleostomi	NE	-	-	yes	-	yes
HSALNG0118704	-	13. Theria	HC	yes	-	yes	-	-
HSALNG0020968	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0146303	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0021773	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0119730	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0022616	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0023025	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0120814	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0023396	-	8. Haplorrhini	HC	-	-	yes	-	-
HSALNG0121206	-	14. Mammalia	HC	-	-	yes	-	-
HSALNG0121575	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0121931	-	12. Eutheria	MC	-	yes	yes	yes	-
HSALNG0024478	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0024858	-	14. Mammalia	MC	-	yes	yes	-	-
HSALNG0122658	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0025664	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0145651	-	17. Euteleostomi	HC	yes	-	yes	-	-
HSALNG0026443	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0026790	-	6. Catarrhini	HC	yes	-	yes	-	-
HSALNG0124471	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0027545	-	13. Theria	MC	-	-	yes	-	-
HSALNG0125220	-	11. Boreoeutheria	HC	yes	-	yes	-	yes
HSALNG0027987	-	13. Theria	LC	-	-	yes	-	-
HSALNG0028352	-	16. Tetrapoda	NE	-	-	yes	-	-
HSALNG0126001	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0028767	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0126371	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0127172	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0127525	-	1. Homo	NE	-	-	yes	-	-
HSALNG0030389	-	1. Homo	MC	-	yes	yes	-	-
HSALNG0147687	-	14. Mammalia	MC	yes	-	yes	-	-
HSALNG0031177	-	15. Amniota	NE	-	-	yes	-	-
HSALNG0128701	-	7. Simiiformes	HC	-	-	yes	-	-
HSALNG0129411	-	1. Homo	HC	-	-	yes	-	-
HSALNG0148026	-	1. Homo	MC	yes	-	yes	-	-
HSALNG0129750	-	17. Euteleostomi	LC	-	-	yes	-	yes
HSALNG0032676	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0033039	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0130883	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0033781	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0034189	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0132577	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0132931	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0036966	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0037414	-	13. Theria	MC	-	-	yes	-	yes
HSALNG0037804	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0038193	-	17. Euteleostomi	MC	-	yes	yes	-	-
HSALNG0038574	-	15. Amniota	MC	yes	-	yes	-	yes
HSALNG0136181	-	2. Hominini	HC	-	-	yes	-	-
HSALNG0039652	-	1. Homo	MC	-	yes	yes	-	-
HSALNG0040937	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0041330	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0138122	-	10. Euarchontoglires	LC	-	-	yes	-	-
HSALNG0148617	-	15. Amniota	HC	-	-	yes	-	-
HSALNG0042895	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0043364	-	14. Mammalia	MC	-	-	yes	-	-
HSALNG0044599	-	16. Tetrapoda	LC	-	-	yes	-	-
HSALNG0044985	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0046127	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0047169	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0047462	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0047764	-	10. Euarchontoglires	HC	yes	-	yes	-	-
HSALNG0048107	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0048441	-	12. Eutheria	LC	-	-	yes	-	-
HSALNG0049147	-	6. Catarrhini	NE	-	-	yes	-	-
HSALNG0049526	-	12. Eutheria	NE	-	yes	yes	-	-
HSALNG0050635	-	6. Catarrhini	MC	yes	-	yes	-	-
HSALNG0051486	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0051922	-	15. Amniota	LC	-	-	yes	-	-
HSALNG0052771	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0053158	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0053558	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0053941	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0056093	-	13. Theria	MC	-	-	yes	-	-
HSALNG0149699	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0149745	-	3. Homininae	MC	-	-	yes	-	-
HSALNG0060750	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0061505	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0062659	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0063365	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0063735	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0064118	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0066145	-	15. Amniota	HC	yes	-	yes	-	-
HSALNG0066629	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0067066	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0067440	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0067851	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0068248	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0068668	-	2. Hominini	LC	-	-	yes	-	-
HSALNG0069385	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0069790	-	12. Eutheria	MC	yes	-	yes	-	yes
HSALNG0070197	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0070982	-	2. Hominini	HC	yes	-	yes	-	-
HSALNG0072085	-	12. Eutheria	NE	-	-	yes	-	-
HSALNG0073176	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0073919	-	8. Haplorrhini	MC	-	-	yes	-	-
HSALNG0075339	-	11. Boreoeutheria	HC	yes	yes	yes	-	-
HSALNG0075971	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0077456	-	1. Homo	NE	-	-	yes	-	-
HSALNG0077818	-	11. Boreoeutheria	MC	yes	-	yes	-	-
HSALNG0078988	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0079345	-	14. Mammalia	LC	-	yes	yes	-	-
HSALNG0081208	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0081522	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0083391	-	15. Amniota	MC	-	yes	yes	-	-
HSALNG0084964	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0085343	-	11. Boreoeutheria	HC	-	-	yes	-	-
HSALNG0085727	-	15. Amniota	HC	yes	-	yes	-	-
HSALNG0087025	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0087831	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0143286	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0143302	-	12. Eutheria	HC	yes	yes	yes	-	-
HSALNG0089745	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0091811	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0093796	-	5. Hominoidea	HC	yes	yes	yes	-	yes
HSALNG0095192	-	3. Homininae	MC	-	-	yes	-	-
HSALNG0095878	-	7. Simiiformes	HC	-	-	yes	-	-
HSALNG0096983	-	13. Theria	NE	-	-	yes	-	yes
HSALNG0097809	-	11. Boreoeutheria	LC	-	yes	yes	-	-
HSALNG0098189	-	15. Amniota	HC	yes	-	yes	-	-
HSALNG0141689	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0099410	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0141703	-	12. Eutheria	HC	-	yes	yes	-	-
HSALNG0099761	-	16. Tetrapoda	MC	-	yes	yes	-	-
HSALNG0002116	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0100185	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0100576	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0003959	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0102260	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0005119	-	17. Euteleostomi	MC	-	-	yes	-	-
HSALNG0005903	-	15. Amniota	MC	yes	-	yes	-	-
HSALNG0104209	-	6. Catarrhini	HC	-	-	yes	-	-
HSALNG0006969	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0007364	-	17. Euteleostomi	NE	-	-	yes	-	yes
HSALNG0144521	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0106491	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0008523	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0106878	-	13. Theria	MC	-	-	yes	-	-
HSALNG0107274	-	1. Homo	HC	yes	-	yes	-	-
HSALNG0107637	-	8. Haplorrhini	MC	-	-	yes	-	-
HSALNG0010132	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0010515	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0010902	-	2. Hominini	MC	-	-	yes	-	-
HSALNG0109014	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0109369	-	12. Eutheria	HC	-	-	yes	-	-
HSALNG0110102	-	12. Eutheria	MC	-	-	yes	-	yes
HSALNG0012364	-	12. Eutheria	MC	-	yes	yes	-	-
HSALNG0012678	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0111246	-	10. Euarchontoglires	MC	-	-	yes	-	-
HSALNG0013334	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0014442	-	15. Amniota	MC	-	-	yes	-	-
HSALNG0113153	-	8. Haplorrhini	HC	-	-	yes	-	-
HSALNG0113492	-	1. Homo	HC	-	yes	yes	-	-
HSALNG0015544	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0015906	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0114224	-	13. Theria	HC	yes	-	yes	yes	-
HSALNG0016317	-	13. Theria	MC	-	yes	yes	-	-
HSALNG0114965	-	13. Theria	MC	yes	-	yes	-	-
HSALNG0017175	-	11. Boreoeutheria	MC	-	-	yes	-	-
HSALNG0115730	-	17. Euteleostomi	MC	-	-	yes	-	yes
HSALNG0017912	-	1. Homo	NE	-	-	yes	-	-
HSALNG0116104	-	13. Theria	MC	-	-	yes	-	-
HSALNG0018331	-	12. Eutheria	HC	yes	-	yes	-	-
HSALNG0116459	-	12. Eutheria	MC	yes	-	yes	-	-
HSALNG0018715	-	3. Homininae	MC	-	yes	yes	-	-
HSALNG0117150	-	8. Haplorrhini	MC	-	-	yes	-	-
HSALNG0019462	-	13. Theria	MC	-	-	yes	-	-
HSALNG0019823	-	12. Eutheria	LC	-	yes	yes	-	-
HSALNG0020242	-	14. Mammalia	MC	-	yes	yes	-	-
HSALNG0145136	-	11. Boreoeutheria	HC	yes	-	yes	-	-
HSALNG0020603	-	13. Theria	MC	-	-	yes	-	-
HSALNG0118705	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0020969	-	12. Eutheria	MC	-	-	yes	-	-
HSALNG0119068	-	10. Euarchontoglires	MC	yes	-	yes	-	-
HSALNG0021396	-	15. Amniota	HC	yes	yes	yes	-	-
HSALNG0022617	-	11. Boreoeutheria	LC	-	-	yes	-	-
HSALNG0023027	-	16. Tetrapoda	MC	-	-	yes	-	-
HSALNG0023397	-	10. Euarchontoglires	HC	-	-	yes	-	-
HSALNG0121207	-	11. Boreoeutheria	MC	-	yes	yes	-	-
