id	MMU	HSAlifted	HSAlifted_cov	HSA	MMUlifted	MMUlifted_cov
ENSMUSG00000134124.1_ENSG00000286353.2	ENSMUSG00000134124.1	ENSG00000286353.2	0.573	ENSG00000286353.2	ENSMUSG00000134124.1	0.930
ENSMUSG00000134252.1_ENSG00000253926.2	ENSMUSG00000134252.1	ENSG00000253926.2	0.134	ENSG00000253926.2	ENSMUSG00000134252.1	0.207
ENSMUSG00000134255.1_ENSG00000250286.2	ENSMUSG00000134255.1	ENSG00000250286.2	0.418	ENSG00000250286.2	ENSMUSG00000134255.1	0.777
ENSMUSG00000134271.1_ENSG00000267394.3	ENSMUSG00000134271.1	ENSG00000267394.3	0.473	ENSG00000267394.3	ENSMUSG00000134271.1	0.625
ENSMUSG00000134275.1_ENSG00000300045.1	ENSMUSG00000134275.1	ENSG00000300045.1	0.937	ENSG00000300045.1	ENSMUSG00000134275.1	0.531
ENSMUSG00000134450.1_ENSG00000229943.1	ENSMUSG00000134450.1	ENSG00000229943.1	0.218	ENSG00000229943.1	ENSMUSG00000134450.1	0.078
ENSMUSG00000134492.1_ENSG00000295916.1	ENSMUSG00000134492.1	ENSG00000295916.1	0.082	ENSG00000295916.1	ENSMUSG00000134492.1	0.097
ENSMUSG00000134495.1_ENSG00000241764.6	ENSMUSG00000134495.1	ENSG00000241764.6	0.660	ENSG00000241764.6	ENSMUSG00000134495.1	0.138
ENSMUSG00000134510.1_ENSG00000297567.1	ENSMUSG00000134510.1	ENSG00000297567.1	0.793	ENSG00000297567.1	ENSMUSG00000134510.1	0.171
ENSMUSG00000134655.1_ENSG00000253187.3	ENSMUSG00000134655.1	ENSG00000253187.3	0.823	ENSG00000253187.3	ENSMUSG00000134655.1	0.946
ENSMUSG00000134693.1_ENSG00000254089.3	ENSMUSG00000134693.1	ENSG00000254089.3	0.333	ENSG00000254089.3	ENSMUSG00000134693.1	0.683
ENSMUSG00000134718.1_ENSG00000229124.9	ENSMUSG00000134718.1	ENSG00000229124.9	0.086	ENSG00000229124.9	ENSMUSG00000134718.1	0.219
ENSMUSG00000134742.1_ENSG00000309205.1	ENSMUSG00000134742.1	ENSG00000309205.1	0.548	ENSG00000309205.1	ENSMUSG00000134742.1	0.353
ENSMUSG00000134752.1_ENSG00000285700.2	ENSMUSG00000134752.1	ENSG00000285700.2	0.952	ENSG00000285700.2	ENSMUSG00000134752.1	0.204
ENSMUSG00000134766.1_ENSG00000267658.2	ENSMUSG00000134766.1	ENSG00000267658.2	0.468	ENSG00000267658.2	ENSMUSG00000134766.1	0.212
ENSMUSG00000134966.1_ENSG00000286893.2	ENSMUSG00000134966.1	ENSG00000286893.2	0.517	ENSG00000286893.2	ENSMUSG00000134966.1	0.659
ENSMUSG00000134974.1_ENSG00000254366.8	ENSMUSG00000134974.1	ENSG00000254366.8	0.102	ENSG00000254366.8	ENSMUSG00000134974.1	0.338
ENSMUSG00000134982.1_ENSG00000259687.5	ENSMUSG00000134982.1	ENSG00000259687.5	0.223	ENSG00000259687.5	ENSMUSG00000134982.1	0.323
ENSMUSG00000135110.1_ENSG00000302929.1	ENSMUSG00000135110.1	ENSG00000302929.1	0.961	ENSG00000302929.1	ENSMUSG00000135110.1	0.984
ENSMUSG00000135130.1_ENSG00000309565.1	ENSMUSG00000135130.1	ENSG00000309565.1	0.894	ENSG00000309565.1	ENSMUSG00000135130.1	0.944
ENSMUSG00000135174.1_ENSG00000234921.2	ENSMUSG00000135174.1	ENSG00000234921.2	0.351	ENSG00000234921.2	ENSMUSG00000135174.1	0.421
ENSMUSG00000135201.1_ENSG00000230910.7	ENSMUSG00000135201.1	ENSG00000230910.7	0.450	ENSG00000230910.7	ENSMUSG00000135201.1	0.891
ENSMUSG00000135236.1_ENSG00000297572.1	ENSMUSG00000135236.1	ENSG00000297572.1	0.773	ENSG00000297572.1	ENSMUSG00000135236.1	0.427
ENSMUSG00000135262.1_ENSG00000301612.1	ENSMUSG00000135262.1	ENSG00000301612.1	0.539	ENSG00000301612.1	ENSMUSG00000135262.1	0.459
ENSMUSG00000135285.1_ENSG00000308542.1	ENSMUSG00000135285.1	ENSG00000308542.1	0.897	ENSG00000308542.1	ENSMUSG00000135285.1	0.534
ENSMUSG00000135305.1_ENSG00000304369.1	ENSMUSG00000135305.1	ENSG00000304369.1	0.220	ENSG00000304369.1	ENSMUSG00000135305.1	0.278
ENSMUSG00000135330.1_ENSG00000294705.1	ENSMUSG00000135330.1	ENSG00000294705.1	0.358	ENSG00000294705.1	ENSMUSG00000135330.1	0.509
ENSMUSG00000135363.1_ENSG00000305983.1	ENSMUSG00000135363.1	ENSG00000305983.1	0.169	ENSG00000305983.1	ENSMUSG00000135363.1	0.085
ENSMUSG00000135393.1_ENSG00000306559.1	ENSMUSG00000135393.1	ENSG00000306559.1	0.087	ENSG00000306559.1	ENSMUSG00000135393.1	0.286
ENSMUSG00000135442.1_ENSG00000286972.1	ENSMUSG00000135442.1	ENSG00000286972.1	0.298	ENSG00000286972.1	ENSMUSG00000135442.1	0.447
ENSMUSG00000135450.1_ENSG00000257337.10	ENSMUSG00000135450.1	ENSG00000257337.10	0.626	ENSG00000257337.10	ENSMUSG00000135450.1	0.675
ENSMUSG00000135547.1_ENSG00000302282.1	ENSMUSG00000135547.1	ENSG00000302282.1	0.589	ENSG00000302282.1	ENSMUSG00000135547.1	0.983
ENSMUSG00000135569.1_ENSG00000306164.1	ENSMUSG00000135569.1	ENSG00000306164.1	0.068	ENSG00000306164.1	ENSMUSG00000135569.1	0.097
ENSMUSG00000135641.1_ENSG00000262869.2	ENSMUSG00000135641.1	ENSG00000262869.2	0.147	ENSG00000262869.2	ENSMUSG00000135641.1	0.453
ENSMUSG00000135663.1_ENSG00000275484.1	ENSMUSG00000135663.1	ENSG00000275484.1	0.972	ENSG00000275484.1	ENSMUSG00000135663.1	0.444
ENSMUSG00000135684.1_ENSG00000241131.3	ENSMUSG00000135684.1	ENSG00000241131.3	0.224	ENSG00000241131.3	ENSMUSG00000135684.1	0.191
ENSMUSG00000135740.1_ENSG00000307042.1	ENSMUSG00000135740.1	ENSG00000307042.1	0.324	ENSG00000307042.1	ENSMUSG00000135740.1	0.318
ENSMUSG00000135819.1_ENSG00000228133.3	ENSMUSG00000135819.1	ENSG00000228133.3	0.072	ENSG00000228133.3	ENSMUSG00000135819.1	0.264
ENSMUSG00000135828.1_ENSG00000300052.1	ENSMUSG00000135828.1	ENSG00000300052.1	0.084	ENSG00000300052.1	ENSMUSG00000135828.1	0.181
ENSMUSG00000135834.1_ENSG00000289936.2	ENSMUSG00000135834.1	ENSG00000289936.2	0.629	ENSG00000289936.2	ENSMUSG00000135834.1	0.097
ENSMUSG00000135857.1_ENSG00000231881.3	ENSMUSG00000135857.1	ENSG00000231881.3	0.240	ENSG00000231881.3	ENSMUSG00000135857.1	0.455
ENSMUSG00000135872.1_ENSG00000306003.1	ENSMUSG00000135872.1	ENSG00000306003.1	0.607	ENSG00000306003.1	ENSMUSG00000135872.1	0.675
ENSMUSG00000135902.1_ENSG00000295132.1	ENSMUSG00000135902.1	ENSG00000295132.1	0.413	ENSG00000295132.1	ENSMUSG00000135902.1	0.643
ENSMUSG00000135913.1_ENSG00000275454.1	ENSMUSG00000135913.1	ENSG00000275454.1	0.340	ENSG00000275454.1	ENSMUSG00000135913.1	0.083
ENSMUSG00000135947.1_ENSG00000237342.1	ENSMUSG00000135947.1	ENSG00000237342.1	0.382	ENSG00000237342.1	ENSMUSG00000135947.1	0.063
ENSMUSG00000135994.1_ENSG00000250451.6	ENSMUSG00000135994.1	ENSG00000250451.6	0.974	ENSG00000250451.6	ENSMUSG00000135994.1	0.975
ENSMUSG00000136034.1_ENSG00000301434.1	ENSMUSG00000136034.1	ENSG00000301434.1	0.188	ENSG00000301434.1	ENSMUSG00000136034.1	0.179
ENSMUSG00000136063.1_ENSG00000297470.1	ENSMUSG00000136063.1	ENSG00000297470.1	0.659	ENSG00000297470.1	ENSMUSG00000136063.1	0.543
ENSMUSG00000136079.1_ENSG00000278156.4	ENSMUSG00000136079.1	ENSG00000278156.4	0.220	ENSG00000278156.4	ENSMUSG00000136079.1	0.340
ENSMUSG00000136259.1_ENSG00000285587.2	ENSMUSG00000136259.1	ENSG00000285587.2	0.089	ENSG00000285587.2	ENSMUSG00000136259.1	0.348
ENSMUSG00000136278.1_ENSG00000253522.7	ENSMUSG00000136278.1	ENSG00000253522.7	0.214	ENSG00000253522.7	ENSMUSG00000136278.1	0.261
ENSMUSG00000136313.1_ENSG00000289601.2	ENSMUSG00000136313.1	ENSG00000289601.2	0.320	ENSG00000289601.2	ENSMUSG00000136313.1	0.435
ENSMUSG00000136325.1_ENSG00000296467.1	ENSMUSG00000136325.1	ENSG00000296467.1	0.668	ENSG00000296467.1	ENSMUSG00000136325.1	0.639
ENSMUSG00000136462.1_ENSG00000228487.3	ENSMUSG00000136462.1	ENSG00000228487.3	0.264	ENSG00000228487.3	ENSMUSG00000136462.1	0.148
ENSMUSG00000136560.1_ENSG00000304153.1	ENSMUSG00000136560.1	ENSG00000304153.1	0.578	ENSG00000304153.1	ENSMUSG00000136560.1	0.193
ENSMUSG00000136573.1_ENSG00000258727.2	ENSMUSG00000136573.1	ENSG00000258727.2	0.882	ENSG00000258727.2	ENSMUSG00000136573.1	0.650
ENSMUSG00000136582.1_ENSG00000301129.1	ENSMUSG00000136582.1	ENSG00000301129.1	0.526	ENSG00000301129.1	ENSMUSG00000136582.1	0.565
ENSMUSG00000136587.1_ENSG00000302701.1	ENSMUSG00000136587.1	ENSG00000302701.1	0.817	ENSG00000302701.1	ENSMUSG00000136587.1	0.985
ENSMUSG00000136622.1_ENSG00000309444.1	ENSMUSG00000136622.1	ENSG00000309444.1	0.427	ENSG00000309444.1	ENSMUSG00000136622.1	0.993
ENSMUSG00000136668.1_ENSG00000309891.1	ENSMUSG00000136668.1	ENSG00000309891.1	0.961	ENSG00000309891.1	ENSMUSG00000136668.1	0.930
ENSMUSG00000136842.1_ENSG00000308250.1	ENSMUSG00000136842.1	ENSG00000308250.1	0.372	ENSG00000308250.1	ENSMUSG00000136842.1	0.333
ENSMUSG00000136941.1_ENSG00000287700.3	ENSMUSG00000136941.1	ENSG00000287700.3	0.332	ENSG00000287700.3	ENSMUSG00000136941.1	0.300
ENSMUSG00000136943.1_ENSG00000293929.1	ENSMUSG00000136943.1	ENSG00000293929.1	0.893	ENSG00000293929.1	ENSMUSG00000136943.1	0.746
ENSMUSG00000136981.1_ENSG00000306501.1	ENSMUSG00000136981.1	ENSG00000306501.1	0.103	ENSG00000306501.1	ENSMUSG00000136981.1	0.250
ENSMUSG00000137029.1_ENSG00000234753.8	ENSMUSG00000137029.1	ENSG00000234753.8	0.548	ENSG00000234753.8	ENSMUSG00000137029.1	0.357
ENSMUSG00000137033.1_ENSG00000265485.9	ENSMUSG00000137033.1	ENSG00000265485.9	0.277	ENSG00000265485.9	ENSMUSG00000137033.1	0.376
ENSMUSG00000137062.1_ENSG00000226917.7	ENSMUSG00000137062.1	ENSG00000226917.7	0.247	ENSG00000226917.7	ENSMUSG00000137062.1	0.521
ENSMUSG00000137098.1_ENSG00000287278.2	ENSMUSG00000137098.1	ENSG00000287278.2	0.608	ENSG00000287278.2	ENSMUSG00000137098.1	0.359
ENSMUSG00000137128.1_ENSG00000262791.1	ENSMUSG00000137128.1	ENSG00000262791.1	0.357	ENSG00000262791.1	ENSMUSG00000137128.1	0.560
ENSMUSG00000137130.1_ENSG00000286525.4	ENSMUSG00000137130.1	ENSG00000286525.4	0.096	ENSG00000286525.4	ENSMUSG00000137130.1	0.120
ENSMUSG00000137149.1_ENSG00000267284.3	ENSMUSG00000137149.1	ENSG00000267284.3	0.075	ENSG00000267284.3	ENSMUSG00000137149.1	0.519
ENSMUSG00000137155.1_ENSG00000267223.2	ENSMUSG00000137155.1	ENSG00000267223.2	0.345	ENSG00000267223.2	ENSMUSG00000137155.1	0.070
ENSMUSG00000137364.1_ENSG00000227712.4	ENSMUSG00000137364.1	ENSG00000227712.4	0.142	ENSG00000227712.4	ENSMUSG00000137364.1	0.270
ENSMUSG00000137494.1_ENSG00000286973.2	ENSMUSG00000137494.1	ENSG00000286973.2	0.159	ENSG00000286973.2	ENSMUSG00000137494.1	0.365
ENSMUSG00000137516.1_ENSG00000260695.1	ENSMUSG00000137516.1	ENSG00000260695.1	0.134	ENSG00000260695.1	ENSMUSG00000137516.1	0.106
ENSMUSG00000137576.1_ENSG00000227128.6	ENSMUSG00000137576.1	ENSG00000227128.6	0.100	ENSG00000227128.6	ENSMUSG00000137576.1	0.459
ENSMUSG00000137706.1_ENSG00000294663.1	ENSMUSG00000137706.1	ENSG00000294663.1	0.698	ENSG00000294663.1	ENSMUSG00000137706.1	0.400
ENSMUSG00000137846.1_ENSG00000262429.1	ENSMUSG00000137846.1	ENSG00000262429.1	0.934	ENSG00000262429.1	ENSMUSG00000137846.1	0.883
ENSMUSG00000137847.1_ENSG00000305006.1	ENSMUSG00000137847.1	ENSG00000305006.1	0.361	ENSG00000305006.1	ENSMUSG00000137847.1	0.441
ENSMUSG00000137893.1_ENSG00000304259.1	ENSMUSG00000137893.1	ENSG00000304259.1	0.092	ENSG00000304259.1	ENSMUSG00000137893.1	0.719
ENSMUSG00000137896.1_ENSG00000285592.2	ENSMUSG00000137896.1	ENSG00000285592.2	0.279	ENSG00000285592.2	ENSMUSG00000137896.1	0.565
ENSMUSG00000137923.1_ENSG00000233006.9	ENSMUSG00000137923.1	ENSG00000233006.9	0.085	ENSG00000233006.9	ENSMUSG00000137923.1	0.089
ENSMUSG00000137955.1_ENSG00000295042.1	ENSMUSG00000137955.1	ENSG00000295042.1	0.639	ENSG00000295042.1	ENSMUSG00000137955.1	0.714
ENSMUSG00000137970.1_ENSG00000303498.1	ENSMUSG00000137970.1	ENSG00000303498.1	0.846	ENSG00000303498.1	ENSMUSG00000137970.1	0.272
ENSMUSG00000138136.1_ENSG00000306206.1	ENSMUSG00000138136.1	ENSG00000306206.1	0.666	ENSG00000306206.1	ENSMUSG00000138136.1	0.641
ENSMUSG00000138370.1_ENSG00000301641.1	ENSMUSG00000138370.1	ENSG00000301641.1	0.367	ENSG00000301641.1	ENSMUSG00000138370.1	0.103
ENSMUSG00000138393.1_ENSG00000258402.2	ENSMUSG00000138393.1	ENSG00000258402.2	0.205	ENSG00000258402.2	ENSMUSG00000138393.1	0.363
ENSMUSG00000138433.1_ENSG00000232874.2	ENSMUSG00000138433.1	ENSG00000232874.2	0.250	ENSG00000232874.2	ENSMUSG00000138433.1	0.122
ENSMUSG00000138485.1_ENSG00000267414.1	ENSMUSG00000138485.1	ENSG00000267414.1	0.112	ENSG00000267414.1	ENSMUSG00000138485.1	0.597
ENSMUSG00000138498.1_ENSG00000309926.1	ENSMUSG00000138498.1	ENSG00000309926.1	0.548	ENSG00000309926.1	ENSMUSG00000138498.1	0.547
ENSMUSG00000138608.1_ENSG00000257703.7	ENSMUSG00000138608.1	ENSG00000257703.7	0.143	ENSG00000257703.7	ENSMUSG00000138608.1	0.276
ENSMUSG00000138623.1_ENSG00000277969.3	ENSMUSG00000138623.1	ENSG00000277969.3	0.145	ENSG00000277969.3	ENSMUSG00000138623.1	0.293
ENSMUSG00000138664.1_ENSG00000275532.3	ENSMUSG00000138664.1	ENSG00000275532.3	0.260	ENSG00000275532.3	ENSMUSG00000138664.1	0.307
ENSMUSG00000138672.1_ENSG00000286072.2	ENSMUSG00000138672.1	ENSG00000286072.2	0.487	ENSG00000286072.2	ENSMUSG00000138672.1	0.136
ENSMUSG00000138687.1_ENSG00000257086.2	ENSMUSG00000138687.1	ENSG00000257086.2	0.077	ENSG00000257086.2	ENSMUSG00000138687.1	0.897
ENSMUSG00000138716.1_ENSG00000307549.1	ENSMUSG00000138716.1	ENSG00000307549.1	0.555	ENSG00000307549.1	ENSMUSG00000138716.1	0.973
ENSMUSG00000138798.1_ENSG00000298611.1	ENSMUSG00000138798.1	ENSG00000298611.1	0.310	ENSG00000298611.1	ENSMUSG00000138798.1	0.102
ENSMUSG00000138846.1_ENSG00000285169.3	ENSMUSG00000138846.1	ENSG00000285169.3	0.315	ENSG00000285169.3	ENSMUSG00000138846.1	0.061
ENSMUSG00000138870.1_ENSG00000305254.1	ENSMUSG00000138870.1	ENSG00000305254.1	0.646	ENSG00000305254.1	ENSMUSG00000138870.1	0.393
ENSMUSG00000138929.1_ENSG00000231204.8	ENSMUSG00000138929.1	ENSG00000231204.8	0.117	ENSG00000231204.8	ENSMUSG00000138929.1	0.243
ENSMUSG00000138976.1_ENSG00000258820.6	ENSMUSG00000138976.1	ENSG00000258820.6	0.498	ENSG00000258820.6	ENSMUSG00000138976.1	0.717
ENSMUSG00000139018.1_ENSG00000289340.3	ENSMUSG00000139018.1	ENSG00000289340.3	0.224	ENSG00000289340.3	ENSMUSG00000139018.1	0.392
ENSMUSG00000139019.1_ENSG00000266680.1	ENSMUSG00000139019.1	ENSG00000266680.1	0.363	ENSG00000266680.1	ENSMUSG00000139019.1	0.341
ENSMUSG00000139028.1_ENSG00000223665.2	ENSMUSG00000139028.1	ENSG00000223665.2	0.303	ENSG00000223665.2	ENSMUSG00000139028.1	0.718
ENSMUSG00000139065.1_ENSG00000287555.1	ENSMUSG00000139065.1	ENSG00000287555.1	0.362	ENSG00000287555.1	ENSMUSG00000139065.1	0.261
ENSMUSG00000139085.1_ENSG00000305024.1	ENSMUSG00000139085.1	ENSG00000305024.1	0.457	ENSG00000305024.1	ENSMUSG00000139085.1	0.071
ENSMUSG00000139113.1_ENSG00000280409.2	ENSMUSG00000139113.1	ENSG00000280409.2	0.135	ENSG00000280409.2	ENSMUSG00000139113.1	0.104
ENSMUSG00000139250.1_ENSG00000305014.1	ENSMUSG00000139250.1	ENSG00000305014.1	0.166	ENSG00000305014.1	ENSMUSG00000139250.1	0.185
ENSMUSG00000139267.1_ENSG00000299655.1	ENSMUSG00000139267.1	ENSG00000299655.1	0.772	ENSG00000299655.1	ENSMUSG00000139267.1	0.278
ENSMUSG00000139340.1_ENSG00000293844.1	ENSMUSG00000139340.1	ENSG00000293844.1	0.197	ENSG00000293844.1	ENSMUSG00000139340.1	0.396
ENSMUSG00000139347.1_ENSG00000265179.10	ENSMUSG00000139347.1	ENSG00000265179.10	0.769	ENSG00000265179.10	ENSMUSG00000139347.1	0.380
ENSMUSG00000139388.1_ENSG00000304106.1	ENSMUSG00000139388.1	ENSG00000304106.1	0.259	ENSG00000304106.1	ENSMUSG00000139388.1	0.444
ENSMUSG00000139496.1_ENSG00000272205.3	ENSMUSG00000139496.1	ENSG00000272205.3	0.608	ENSG00000272205.3	ENSMUSG00000139496.1	0.139
ENSMUSG00000139549.1_ENSG00000254041.1	ENSMUSG00000139549.1	ENSG00000254041.1	0.561	ENSG00000254041.1	ENSMUSG00000139549.1	0.615
ENSMUSG00000139609.1_ENSG00000236051.7	ENSMUSG00000139609.1	ENSG00000236051.7	0.433	ENSG00000236051.7	ENSMUSG00000139609.1	0.113
ENSMUSG00000139687.1_ENSG00000268756.2	ENSMUSG00000139687.1	ENSG00000268756.2	0.212	ENSG00000268756.2	ENSMUSG00000139687.1	0.962
ENSMUSG00000139703.1_ENSG00000277930.2	ENSMUSG00000139703.1	ENSG00000277930.2	0.300	ENSG00000277930.2	ENSMUSG00000139703.1	0.184
ENSMUSG00000139768.1_ENSG00000295373.1	ENSMUSG00000139768.1	ENSG00000295373.1	0.327	ENSG00000295373.1	ENSMUSG00000139768.1	0.572
ENSMUSG00000139778.1_ENSG00000301801.1	ENSMUSG00000139778.1	ENSG00000301801.1	0.808	ENSG00000301801.1	ENSMUSG00000139778.1	0.720
ENSMUSG00000139851.1_ENSG00000300499.1	ENSMUSG00000139851.1	ENSG00000300499.1	0.799	ENSG00000300499.1	ENSMUSG00000139851.1	0.725
ENSMUSG00000140036.1_ENSG00000288940.2	ENSMUSG00000140036.1	ENSG00000288940.2	0.838	ENSG00000288940.2	ENSMUSG00000140036.1	0.682
ENSMUSG00000140041.1_ENSG00000301109.1	ENSMUSG00000140041.1	ENSG00000301109.1	0.396	ENSG00000301109.1	ENSMUSG00000140041.1	0.453
ENSMUSG00000140117.1_ENSG00000303583.1	ENSMUSG00000140117.1	ENSG00000303583.1	0.381	ENSG00000303583.1	ENSMUSG00000140117.1	0.677
ENSMUSG00000140202.1_ENSG00000231970.1	ENSMUSG00000140202.1	ENSG00000231970.1	0.244	ENSG00000231970.1	ENSMUSG00000140202.1	0.089
ENSMUSG00000140252.1_ENSG00000300420.1	ENSMUSG00000140252.1	ENSG00000300420.1	0.383	ENSG00000300420.1	ENSMUSG00000140252.1	0.232
ENSMUSG00000140258.1_ENSG00000289347.2	ENSMUSG00000140258.1	ENSG00000289347.2	0.408	ENSG00000289347.2	ENSMUSG00000140258.1	0.207
ENSMUSG00000140336.1_ENSG00000285796.2	ENSMUSG00000140336.1	ENSG00000285796.2	0.059	ENSG00000285796.2	ENSMUSG00000140336.1	0.802
ENSMUSG00000140390.1_ENSG00000232920.2	ENSMUSG00000140390.1	ENSG00000232920.2	0.327	ENSG00000232920.2	ENSMUSG00000140390.1	0.107
ENSMUSG00000140463.1_ENSG00000303320.1	ENSMUSG00000140463.1	ENSG00000303320.1	0.146	ENSG00000303320.1	ENSMUSG00000140463.1	0.568
ENSMUSG00000140497.1_ENSG00000249362.4	ENSMUSG00000140497.1	ENSG00000249362.4	0.140	ENSG00000249362.4	ENSMUSG00000140497.1	0.054
ENSMUSG00000140513.1_ENSG00000295874.1	ENSMUSG00000140513.1	ENSG00000295874.1	0.257	ENSG00000295874.1	ENSMUSG00000140513.1	0.164
ENSMUSG00000140523.1_ENSG00000299420.1	ENSMUSG00000140523.1	ENSG00000299420.1	0.188	ENSG00000299420.1	ENSMUSG00000140523.1	0.114
ENSMUSG00000140554.1_ENSG00000289293.2	ENSMUSG00000140554.1	ENSG00000289293.2	0.883	ENSG00000289293.2	ENSMUSG00000140554.1	1.0
ENSMUSG00000140585.1_ENSG00000298035.1	ENSMUSG00000140585.1	ENSG00000298035.1	0.502	ENSG00000298035.1	ENSMUSG00000140585.1	0.940
ENSMUSG00000140622.1_ENSG00000289109.2	ENSMUSG00000140622.1	ENSG00000289109.2	0.384	ENSG00000289109.2	ENSMUSG00000140622.1	0.329
ENSMUSG00000140627.1_ENSG00000298545.1	ENSMUSG00000140627.1	ENSG00000298545.1	0.633	ENSG00000298545.1	ENSMUSG00000140627.1	0.224
ENSMUSG00000140638.1_ENSG00000287041.1	ENSMUSG00000140638.1	ENSG00000287041.1	0.260	ENSG00000287041.1	ENSMUSG00000140638.1	0.121
ENSMUSG00000140721.1_ENSG00000250433.2	ENSMUSG00000140721.1	ENSG00000250433.2	0.166	ENSG00000250433.2	ENSMUSG00000140721.1	0.810
ENSMUSG00000140757.1_ENSG00000287844.2	ENSMUSG00000140757.1	ENSG00000287844.2	0.126	ENSG00000287844.2	ENSMUSG00000140757.1	0.217
ENSMUSG00000140850.1_ENSG00000299101.1	ENSMUSG00000140850.1	ENSG00000299101.1	0.909	ENSG00000299101.1	ENSMUSG00000140850.1	0.945
ENSMUSG00000140913.1_ENSG00000300156.1	ENSMUSG00000140913.1	ENSG00000300156.1	0.803	ENSG00000300156.1	ENSMUSG00000140913.1	0.920
ENSMUSG00000140929.1_ENSG00000197734.10	ENSMUSG00000140929.1	ENSG00000197734.10	0.286	ENSG00000197734.10	ENSMUSG00000140929.1	0.315
ENSMUSG00000140944.1_ENSG00000303314.1	ENSMUSG00000140944.1	ENSG00000303314.1	0.126	ENSG00000303314.1	ENSMUSG00000140944.1	0.188
ENSMUSG00000140995.1_ENSG00000286489.2	ENSMUSG00000140995.1	ENSG00000286489.2	0.151	ENSG00000286489.2	ENSMUSG00000140995.1	0.150
ENSMUSG00000141031.1_ENSG00000234104.2	ENSMUSG00000141031.1	ENSG00000234104.2	0.644	ENSG00000234104.2	ENSMUSG00000141031.1	0.249
ENSMUSG00000141035.1_ENSG00000287156.2	ENSMUSG00000141035.1	ENSG00000287156.2	0.127	ENSG00000287156.2	ENSMUSG00000141035.1	0.215
ENSMUSG00000141110.1_ENSG00000304641.1	ENSMUSG00000141110.1	ENSG00000304641.1	0.069	ENSG00000304641.1	ENSMUSG00000141110.1	0.204
ENSMUSG00000141114.1_ENSG00000301719.1	ENSMUSG00000141114.1	ENSG00000301719.1	0.365	ENSG00000301719.1	ENSMUSG00000141114.1	0.227
ENSMUSG00000141135.1_ENSG00000303143.1	ENSMUSG00000141135.1	ENSG00000303143.1	0.594	ENSG00000303143.1	ENSMUSG00000141135.1	0.213
ENSMUSG00000141168.1_ENSG00000306756.1	ENSMUSG00000141168.1	ENSG00000306756.1	0.468	ENSG00000306756.1	ENSMUSG00000141168.1	0.408
ENSMUSG00000141213.1_ENSG00000294740.1	ENSMUSG00000141213.1	ENSG00000294740.1	0.184	ENSG00000294740.1	ENSMUSG00000141213.1	0.918
ENSMUSG00000141217.1_ENSG00000285800.2	ENSMUSG00000141217.1	ENSG00000285800.2	0.077	ENSG00000285800.2	ENSMUSG00000141217.1	0.171
ENSMUSG00000141303.1_ENSG00000289903.2	ENSMUSG00000141303.1	ENSG00000289903.2	0.720	ENSG00000289903.2	ENSMUSG00000141303.1	0.556
ENSMUSG00000141304.1_ENSG00000279658.2	ENSMUSG00000141304.1	ENSG00000279658.2	0.513	ENSG00000279658.2	ENSMUSG00000141304.1	0.721
ENSMUSG00000141373.1_ENSG00000309800.1	ENSMUSG00000141373.1	ENSG00000309800.1	0.236	ENSG00000309800.1	ENSMUSG00000141373.1	0.982
ENSMUSG00000141382.1_ENSG00000308759.1	ENSMUSG00000141382.1	ENSG00000308759.1	0.114	ENSG00000308759.1	ENSMUSG00000141382.1	0.321
ENSMUSG00000141401.1_ENSG00000307007.1	ENSMUSG00000141401.1	ENSG00000307007.1	0.190	ENSG00000307007.1	ENSMUSG00000141401.1	0.207
ENSMUSG00000141408.1_ENSG00000224721.4	ENSMUSG00000141408.1	ENSG00000224721.4	0.257	ENSG00000224721.4	ENSMUSG00000141408.1	0.491
ENSMUSG00000141479.1_ENSG00000234396.3	ENSMUSG00000141479.1	ENSG00000234396.3	0.368	ENSG00000234396.3	ENSMUSG00000141479.1	0.226
ENSMUSG00000141482.1_ENSG00000293610.1	ENSMUSG00000141482.1	ENSG00000293610.1	0.147	ENSG00000293610.1	ENSMUSG00000141482.1	0.895
ENSMUSG00000141490.1_ENSG00000307285.1	ENSMUSG00000141490.1	ENSG00000307285.1	0.156	ENSG00000307285.1	ENSMUSG00000141490.1	0.116
ENSMUSG00000141722.1_ENSG00000260455.3	ENSMUSG00000141722.1	ENSG00000260455.3	0.350	ENSG00000260455.3	ENSMUSG00000141722.1	0.979
ENSMUSG00000141788.1_ENSG00000306369.1	ENSMUSG00000141788.1	ENSG00000306369.1	0.066	ENSG00000306369.1	ENSMUSG00000141788.1	0.656
ENSMUSG00000141834.1_ENSG00000303726.1	ENSMUSG00000141834.1	ENSG00000303726.1	0.418	ENSG00000303726.1	ENSMUSG00000141834.1	0.910
ENSMUSG00000141842.1_ENSG00000307602.1	ENSMUSG00000141842.1	ENSG00000307602.1	0.276	ENSG00000307602.1	ENSMUSG00000141842.1	0.983
ENSMUSG00000141848.1_ENSG00000240006.3	ENSMUSG00000141848.1	ENSG00000240006.3	0.422	ENSG00000240006.3	ENSMUSG00000141848.1	0.146
ENSMUSG00000141885.1_ENSG00000300882.1	ENSMUSG00000141885.1	ENSG00000300882.1	0.649	ENSG00000300882.1	ENSMUSG00000141885.1	0.572
ENSMUSG00000141942.1_ENSG00000304951.1	ENSMUSG00000141942.1	ENSG00000304951.1	0.920	ENSG00000304951.1	ENSMUSG00000141942.1	0.937
